country,city,count,locations,firstUpdated,lastUpdated,parameters
US,Durango,148786096,2,2016-03-07T15:00:00+00:00,2021-02-01T12:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25']"
US,Durham,204214823,4,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,DUVAL,141184500,6,2017-05-04T13:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'no2', 'pm10', 'pm25', 'so2']"
US,Dyersburg,24819157,1,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,Eagle Pass,12300,1,2016-03-06T19:00:00+00:00,2018-03-28T17:00:00+00:00,['pm25']
US,East Liverpool-Salem,29350742,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['so2']
US,East Stroudsburg,28497001,1,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,EAU CLAIRE,60798313,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,EDDY,29561623,1,2020-04-14T14:00:00+00:00,2021-02-01T10:00:00+00:00,['o3']
US,Effingham,21998,1,2016-03-11T15:00:00+00:00,2020-11-02T13:00:00+00:00,['o3']
US,El Centro,363014177,6,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,El Dorado,19021,1,2016-03-06T19:00:00+00:00,2019-07-15T09:00:00+00:00,['pm25']
US,Elizabethtown,14656725,2,2016-03-07T15:00:00+00:00,2021-02-01T11:00:00+00:00,"['ch4', 'o3', 'pm25']"
US,Elkhart-Goshen,30933151,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['bc', 'o3', 'pm25']"
US,ELKO,29264500,1,2018-07-02T22:00:00+00:00,2021-02-01T10:00:00+00:00,['pm10']
US,Ellensburg,29251765,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,El Paso,270895584,35,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'o3', 'pm10', 'pm25']"
US,Erie,63954,1,2016-03-06T19:00:00+00:00,2020-12-28T15:00:00+00:00,"['o3', 'pm25']"
US,ERIE,55198524,2,2016-03-22T08:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,ESSEX,78968793,3,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['no2', 'o3', 'pm25']"
US,Eugene-Springfield,156164702,8,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Evanston,69680,1,2016-03-06T20:00:00+00:00,2020-08-25T17:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25']"
US,Evansville,297465366,8,2016-03-06T20:00:00+00:00,2021-02-01T11:00:00+00:00,"['bc', 'co', 'no2', 'o3', 'pm25', 'so2']"
US,Fairbanks,210737869,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'o3', 'pm10', 'pm25', 'so2']"
US,FAIRFIELD,6687,1,2016-03-06T19:00:00+00:00,2017-01-10T16:00:00+00:00,['so2']
US,Farmington,272813182,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'o3', 'pm10', 'so2']"
US,FAYETTE,17372,1,2016-03-06T19:00:00+00:00,2018-12-04T17:00:00+00:00,['pm25']
US,Fayetteville,58989261,4,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm10', 'pm25', 'so2']"
US,Fayetteville-Springdale-Rogers,50665037,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,FERGUS,88607163,1,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,FLAGLER,27677176,1,2016-03-06T19:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,Flagstaff,46812962,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['o3']
US,FLATHEAD,95641696,3,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['pm10', 'pm25']"
US,Flint,30440903,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Florence,27518362,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Florence-Muscle Shoals,12519,1,2016-03-10T07:00:00+00:00,2019-11-01T15:00:00+00:00,['o3']
US,Fond du Lac,16098,1,2016-04-05T17:00:00+00:00,2020-10-20T13:00:00+00:00,['o3']
US,FOREST,87801837,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'o3', 'pm25', 'so2']"
US,Fort Collins-Loveland,105590689,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'o3']"
US,Fort Smith,58802892,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25']"
US,Fort Walton Beach-Crestview-Destin,2,1,2020-07-13T20:00:00+00:00,2020-07-13T21:00:00+00:00,['o3']
US,Fort Wayne,37084653,2,2016-03-13T05:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,FRA,1232,16,2016-03-06T19:00:00+00:00,2020-09-17T16:00:00+00:00,['pm25']
US,FRANKLIN,83823518,4,2016-03-10T07:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Fresno,196700779,4,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'no2', 'o3', 'pm25']"
US,FRESNO,263445749,4,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,FS1 - Forest Service,9244,38,2017-09-29T19:00:00+00:00,2020-06-18T07:00:00+00:00,['pm25']
US,Gadsden,22766,2,2016-03-06T19:00:00+00:00,2020-11-02T13:00:00+00:00,"['o3', 'pm25']"
US,Gainesville,29909763,2,2016-03-06T19:00:00+00:00,2021-02-01T04:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,GALLATIN,115890017,2,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'no2', 'pm25']"
US,GALLIA,29014667,1,2016-12-23T22:00:00+00:00,2021-02-01T11:00:00+00:00,['so2']
US,GARFIELD,110556234,4,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25', 'so2']"
US,GARRETT,147713978,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm25', 'so2']"
US,GBU,45013,92,2016-03-06T20:00:00+00:00,2020-12-03T18:00:00+00:00,"['pm10', 'pm25']"
US,Georgetown,13774,1,2016-03-06T19:00:00+00:00,2019-04-03T16:00:00+00:00,['pm10']
US,Gettysburg,80800048,2,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,GILA,100102490,4,2016-03-10T07:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'so2']"
US,GILES,18701207,1,2020-08-11T16:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,Gillette,55123543,3,2016-03-06T20:00:00+00:00,2021-02-01T10:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25']"
US,GILMER,23709641,1,2016-06-09T19:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,GILPIN,27700075,1,2020-04-09T20:00:00+00:00,2021-02-01T10:00:00+00:00,['o3']
US,GLENN,80584306,1,2016-03-06T19:00:00+00:00,2021-02-01T08:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,GOSHEN,3458,2,2016-04-04T22:00:00+00:00,2016-12-19T15:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25', 'so2']"
US,GRADY,2179,1,2017-01-03T14:00:00+00:00,2017-04-14T15:00:00+00:00,['no2']
US,GRAHAM,24730,2,2016-04-01T11:00:00+00:00,2020-11-04T18:00:00+00:00,['o3']
US,Granbury,29852461,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['o3']
US,Grand Island,28921735,1,2020-09-04T14:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Grand Junction,55581745,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'o3', 'pm10', 'pm25']"
US,Grand Rapids-Wyoming,87103421,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'o3', 'pm25', 'so2']"
US,GRANT,67997459,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'pm25']"
US,Grants Pass,58976539,2,2016-03-10T08:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,GRANVILLE,24075,2,2016-03-29T13:00:00+00:00,2020-11-03T11:00:00+00:00,['o3']
US,Greeley,83129113,2,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'o3', 'pm25']"
US,Green Bay,59472471,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25', 'so2']"
US,GREENBRIER,15137,1,2016-04-01T10:00:00+00:00,2020-11-02T13:00:00+00:00,['o3']
US,GREENE,58683161,3,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,Greensboro-High Point,91356701,4,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm10', 'pm25', 'so2']"
US,Greenville,164477511,5,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25', 'so2']"
US,Gulfport-Biloxi,61606587,2,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,GUNNISON,22705891,1,2016-03-10T07:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,Hagerstown-Martinsburg,46125049,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,HAMILTON,54800475,2,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,HAMPDEN,75855726,1,2018-05-21T18:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'no2', 'pm25', 'so2']"
US,HANCOCK,84521959,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25', 'so2']"
US,Hanford-Corcoran,50287690,1,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,HARNEY,30122494,1,2016-03-10T08:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Harriman,26208788,1,2017-02-28T13:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,HARRIS,875,1,2016-03-06T19:00:00+00:00,2016-04-20T07:00:00+00:00,['o3']
US,Harrisburg-Carlisle,118263509,3,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,Harrison,21863142,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['o3']
US,Harrisonburg,78156109,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['no2', 'o3', 'so2']"
US,HARTFORD,1382,1,2017-10-19T19:00:00+00:00,2018-09-29T16:00:00+00:00,"['o3', 'pm25']"
US,Hartford-West Hartford-East Hartford,111364366,4,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,Hattiesburg,30766104,1,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,['pm25']
US,HAWAII,85700030,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['pm25', 'so2']"
US,HAYWOOD,28298770,3,2016-03-29T15:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'so2']"
US,Helena,27742147,1,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,HENDERSON,1,1,2020-12-08T13:00:00+00:00,2020-12-08T13:00:00+00:00,['so2']
US,HENNEPIN,60402225,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['pm10', 'pm25']"
US,Hickory-Lenoir-Morganton,31033547,4,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25', 'so2']"
US,HILLSBOROUGH,158922599,5,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'pm10', 'pm25', 'so2']"
US,Hilo,246709184,8,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['pm25', 'so2']"
US,Hobbs,88647135,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'o3', 'pm25']"
US,Holland-Grand Haven,21641,1,2016-04-04T14:00:00+00:00,2020-11-02T19:00:00+00:00,['o3']
US,HOLMES,55452384,1,2016-03-06T19:00:00+00:00,2021-02-01T03:00:00+00:00,"['o3', 'pm25']"
US,Homosassa Springs,52763625,1,2016-03-06T19:00:00+00:00,2021-02-01T03:00:00+00:00,"['pm25', 'so2']"
US,Honolulu,350513831,4,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,HOOD RIVER,29752162,2,2017-08-11T19:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Houma-Bayou Cane-Thibodaux,61064822,1,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,Houston,55639649,59,2016-01-30T00:00:00+00:00,2019-07-11T15:00:00+00:00,"['bc', 'co', 'co2', 'no', 'no2', 'o3', 'pm25', 'so2', 'um025']"
US,Houston-Sugar Land-Baytown,663448313,22,2016-01-30T00:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,HOWARD,113837053,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['bc', 'co', 'no2', 'pm25']"
US,HUGHES,29670457,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,HUMBOLDT,29628349,2,2018-08-01T22:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Huntington,20805,1,2016-04-01T07:00:00+00:00,2020-01-02T19:00:00+00:00,['o3']
US,Huntington-Ashland,29982837,4,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Huntsville,20709053,1,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,HURON,21973,1,2016-04-04T14:00:00+00:00,2020-11-04T12:00:00+00:00,['o3']
US,IDAHO,56485722,3,2016-03-11T15:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Idaho Falls,24722313,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Indiana,28942413,1,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,['o3']
US,Indianapolis,542359668,15,2013-06-13T00:00:00+00:00,2021-02-01T11:00:00+00:00,"['bc', 'ch4', 'co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,INYO,28520031,1,2019-07-09T16:00:00+00:00,2021-02-01T11:00:00+00:00,['pm10']
US,Iowa City,11937946,1,2016-03-06T19:00:00+00:00,2021-01-28T03:00:00+00:00,['pm25']
US,IRON,113747634,3,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['no2', 'o3', 'pm25', 'so2']"
US,ISLAND,29341987,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,Ithaca,25241744,1,2016-06-09T19:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,Jackson,238045607,6,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,JACKSON,131446225,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Jacksonville,318068136,9,2015-02-12T00:00:00+00:00,2021-02-01T10:00:00+00:00,"['ch4', 'co', 'no2', 'o3', 'pm10', 'pm25']"
US,JEFFERSON,147501066,6,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Jefferson City,22148,2,2016-03-06T19:00:00+00:00,2020-11-06T12:00:00+00:00,['o3']
US,JEROME,30107,1,2016-03-06T19:00:00+00:00,2020-07-31T02:00:00+00:00,['pm25']
US,JERSEY,29546950,2,2017-10-03T21:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,JO DAVIESS,25056414,1,2016-04-01T04:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,JOHNSON,82616665,1,2018-05-22T14:00:00+00:00,2021-02-01T10:00:00+00:00,"['no2', 'o3', 'pm10']"
US,JOHNSTON,14781,1,2016-04-22T20:00:00+00:00,2020-12-09T17:00:00+00:00,['o3']
US,Johnstown,59452356,1,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,Joplin,28019576,3,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm10']"
US,JOSEPHINE,12618128,1,2016-03-10T08:00:00+00:00,2021-01-27T17:00:00+00:00,['pm25']
US,JUNEAU,60705961,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['pm10', 'pm25']"
US,Kahului-Wailuku,25965412,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,Kalamazoo-Portage,30411296,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Kalispell,29274494,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['o3']
US,KANAWHA,38001925,1,2016-04-01T14:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Kansas City,532749529,15,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,Keene,59955765,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Kennewick-Richland-Pasco,85297823,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,KENOSHA,18339,2,2016-04-01T15:00:00+00:00,2020-11-02T18:00:00+00:00,['o3']
US,KENT,29854558,1,2016-03-10T07:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,KERN,72458888,4,2016-04-07T18:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,Killeen-Temple-Fort Hood,56824863,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['o3']
US,KING,29636295,1,2017-02-27T20:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,KINGS,25904135,1,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,Kingsport-Bristol-Bristol,126847197,7,2017-02-27T22:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25', 'so2']"
US,Kingsville,7789,1,2016-03-06T19:00:00+00:00,2018-03-12T07:00:00+00:00,['pm25']
US,Kinston,30682006,2,2016-03-29T14:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm10']"
US,KITSAP,29315264,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,KLAMATH,11495,3,2018-08-10T21:00:00+00:00,2020-10-21T17:00:00+00:00,['pm25']
US,Klamath Falls,30087621,1,2016-03-10T08:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,KLICKITAT,13946,1,2018-07-23T22:00:00+00:00,2020-10-21T20:00:00+00:00,['pm25']
US,KNOX,25881988,3,2016-03-31T19:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,Knoxville,163228651,7,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['co', 'o3', 'pm25']"
US,Kokomo,29913808,1,2016-03-13T05:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,KOOTENAI,28421876,2,2019-12-23T14:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Laconia,29668507,2,2016-04-04T11:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,La Crosse,30000728,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Lafayette,106118310,4,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,La Grande,60253199,4,2016-03-10T08:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,LAKE,44191740,4,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Lake Charles,83459636,3,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,Lake City,53485397,1,2016-03-06T19:00:00+00:00,2021-02-01T03:00:00+00:00,"['o3', 'pm25']"
US,Lake Havasu City-Kingman,28388017,1,2016-03-10T07:00:00+00:00,2021-02-01T11:00:00+00:00,['pm10']
US,Lakeland,127284589,2,2016-03-06T19:00:00+00:00,2021-02-01T03:00:00+00:00,"['o3', 'pm10', 'pm25', 'so2']"
US,Lancaster,113662665,2,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,LANCASTER,1320961,1,2018-03-13T22:00:00+00:00,2021-01-07T20:00:00+00:00,['so2']
US,Lansing-East Lansing,118679368,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'o3', 'pm25', 'so2']"
US,LA PAZ,80312797,1,2016-03-10T07:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25', 'so2']"
US,Laramie,26416295,4,2016-03-23T22:00:00+00:00,2021-02-01T03:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25', 'so2']"
US,Laredo,29860585,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,LARIMER,32037700,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['pm10', 'pm25']"
US,Las Cruces,388950983,8,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['no2', 'o3', 'pm10', 'pm25']"
US,Las Vegas-Paradise,1028340718,16,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,LATAH,28276,2,2016-07-14T08:00:00+00:00,2020-11-02T20:00:00+00:00,['pm25']
US,Lawrenceburg,23142628,2,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,Lawton,85644606,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Lebanon,83831699,2,2016-08-05T18:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,LEBANON,29453032,2,2016-03-06T19:00:00+00:00,2021-02-01T12:00:00+00:00,"['o3', 'pm25']"
US,LEE,59456,1,2016-03-06T19:00:00+00:00,2018-08-09T11:00:00+00:00,"['no2', 'o3', 'pm25', 'so2']"
US,LEMHI,29419134,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,LEWIS,29629449,1,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,['pm25']
US,LEWIS AND CLARK,56967535,1,2016-03-10T07:00:00+00:00,2021-02-01T08:00:00+00:00,"['o3', 'pm25']"
US,Lewiston,29978929,1,2016-03-11T15:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Lewiston-Auburn,27828440,2,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,Lexington-Fayette,14755760,2,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,LIBERTY,25141905,1,2016-03-12T19:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,LICKING,13750,1,2018-03-01T19:00:00+00:00,2020-10-31T01:00:00+00:00,['o3']
US,Lima,59648520,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25', 'so2']"
US,Lincoln,29637360,4,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,LINCOLN,58636705,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Lincolnton,24718,2,2016-03-29T13:00:00+00:00,2020-11-03T15:00:00+00:00,['o3']
US,LINN,59731276,2,2016-07-21T20:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Little Rock-North Little Rock,80038871,3,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,Long Island,1743,1,2017-05-01T00:00:00+00:00,2018-11-26T00:00:00+00:00,['ch4']
US,Longview,59129111,2,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm25']"
US,Los Angeles,354,1,2014-08-28T00:00:00+00:00,2015-05-11T00:00:00+00:00,['ch4']
US,LOS ANGELES,110641588,4,2016-11-14T17:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm25']"
US,Los Angeles-Long Beach-Santa Ana,1759137214,32,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,Louisville,554642245,10,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'no2', 'o3', 'pm10', 'pm25', 'so2']"
US,Lubbock,5,1,2018-08-23T14:00:00+00:00,2018-08-23T19:00:00+00:00,['pm25']
US,LYCOMING,20783722,1,2019-07-30T15:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,LYON,37134341,2,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm10']"
US,Macon,80335004,1,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25', 'so2']"
US,MACON,25810202,1,2016-08-24T12:00:00+00:00,2021-02-01T03:00:00+00:00,['o3']
US,Madera,99463011,2,2016-03-10T07:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm10', 'pm25']"
US,Madison,107827157,3,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['o3', 'pm10', 'pm25', 'so2']"
US,MADISON,54952906,4,2016-03-06T19:00:00+00:00,2021-02-01T10:00:00+00:00,"['o3', 'pm25']"
US,MALHEUR,29786874,1,2020-08-26T19:00:00+00:00,2021-02-01T11:00:00+00:00,['pm25']
US,Malone,89718,1,2016-03-06T19:00:00+00:00,2019-12-17T15:00:00+00:00,"['no2', 'o3', 'pm25', 'so2']"
US,Mammoth Cave NP,307,1,2014-06-07T12:00:00+00:00,2014-08-12T20:00:00+00:00,['pm25']
US,MANATEE,27321988,1,2016-03-06T19:00:00+00:00,2021-02-01T03:00:00+00:00,['so2']
US,Manchester-Nashua,149247025,4,2016-03-06T19:00:00+00:00,2021-02-01T11:00:00+00:00,"['co', 'o3', 'pm10', 'pm25', 'so2']"
