City,Population,Public Transportation Rate,Median Age
Bay City,67396.0,0.6899732843831619,40.65
Bay Shore,65865.0,8.66397256918932,34.8
Bayamón,200942.0,4.6307217403879015,39.35
Bayonne,64763.0,23.11662198391421,38.0
Bayside,29496.0,1.3710012463647694,43.0
Baytown,53091.0,0.5730932709298439,31.5
Beach Park,26374.0,2.471963354920234,34.7
Bear,40797.0,2.2048911996918927,36.2
Bear Creek Village,40814.0,1.8699704741504082,37.7
Beaumont,75045.0,0.6541817826699574,38.5
Beaver Falls,28232.0,1.369424201169216,42.3
Beavercreek,40104.0,0.30859095167245276,31.9
Beaverton,125393.0,8.576297543707382,35.36666666666667
Beckley,34021.0,0.0,40.1
Bedford,34998.0,0.36639356775736603,40.9
Beeville,28186.0,0.0,36.0
Bel Air,63138.0,1.212495230745168,40.75
Bell Gardens,130178.0,6.861791595095485,27.85
Belle Isle,63183.0,6.088887550474867,36.75
Belleair,30624.0,2.616609783845279,44.7
Bellerose,27156.0,20.27197740952664,41.1
Belleville,109938.0,3.774615094997705,37.56666666666666
Bellevue,196425.0,6.47892843374576,36.35
Bellflower,77455.0,4.60228867200898,32.3
Bellingham,119999.0,3.8679635473367777,35.4
Bellmead,29392.0,0.2789753994420492,32.7
Bellmore,35151.0,12.516958650386362,42.1
Bellview,36203.0,0.28463585174184763,41.8
Belmont,51789.0,10.038910747130167,40.55
Beloit,48760.0,0.6003679674639295,38.3
Belvedere,31655.0,0.08581235697940504,40.9
Belvidere,34786.0,0.11734793663211422,37.6
Bemidji,33463.0,1.0489068621256161,34.5
Benbrook,72279.0,1.2090541545498192,34.5
Bend,103048.0,0.6585996845727123,40.6
Benicia,27515.0,4.582086115588303,43.2
Benjamin,39533.0,1.305252537991046,26.4
Benton,26291.0,0.2012072434607646,40.2
Benton Harbor,31799.0,1.212455221824194,35.6
Bentonville,44755.0,0.10706139738397803,33.0
Berenda,40101.0,0.33507363827631886,29.8
Bergenfield,27157.0,12.656677712145225,40.3
Berkeley,26334.0,22.885519008970526,21.8
Berwyn Heights,29017.0,14.787342633548826,25.4
Bessemer,52009.0,0.7304935360673382,39.3
Bethel Park,29744.0,11.26930018046922,44.9
Bethesda,28154.0,20.698561062599925,39.8
Bethlehem,65192.0,3.8532967400605638,34.1
Beverly,40370.0,5.984237104157818,40.4
Bexley,27934.0,2.449536671216148,37.3
Big Spring,34470.0,0.17468635858345244,37.0
Billerica,31157.0,2.8704422032583397,40.7
Billings,118850.0,1.0487163506808754,37.2
Biloxi,34311.0,0.8876094518411899,36.9
Biltmore Lake,25851.0,0.33958891867739055,41.0
Binghamton,27543.0,9.290953545232274,36.1
Birmingham,143348.0,1.1941602930949753,38.375
Biscayne Park,54772.0,13.146067415730338,34.6
Bismarck,82709.0,0.1609831788900704,36.199999999999996
Blackfoot,27332.0,3.5748539541372395,32.4
Blacksburg,54145.0,7.823674743184084,22.6
Blackwood,40616.0,3.154089918795801,38.1
Blaine,54315.0,3.473209365655597,35.95
Bloomfield,47624.0,16.42128639578878,37.9
Bloomington,203906.0,3.3553312874688728,30.766666666666666
Bloomsburg,31035.0,0.9055346276441611,32.5
Blue Island,25679.0,10.164410058027078,33.5
Blue Springs,25481.0,0.3607614369051274,34.4
Bluffdale,40135.0,1.666220198231985,30.5
Bluffton,35719.0,0.31963214265687206,35.7
Boca Raton,83033.0,1.6545112981598111,44.849999999999994
Boise,180848.0,0.5741044694902081,34.56
Bolingbrook,53762.0,2.708592777085928,33.3
Bonita Springs,39473.0,3.3430726370863626,48.9
Bonney Lake,45890.0,2.31841329402305,34.5
Boone,34151.0,2.420968387354942,23.0
Bossier City,72989.0,0.31451879521892867,34.3
Boston,442696.0,34.48552701593437,33.357142857142854
Bothell,59380.0,6.7115867095776185,38.650000000000006
Boulder,54474.0,6.109939462058017,31.549999999999997
Bountiful,45689.0,2.958431529860101,33.8
Bourbonnais,29196.0,1.1712256309505817,33.5
Bowie,54753.0,10.129696015616888,40.95
Bowling Green,63511.0,0.40740651903985736,31.8
Boynton Beach,79710.0,1.4637675330408226,58.0
Bozeman,60703.0,0.8712868056623738,31.2
Bradenton,166811.0,0.7835933701343059,43.64
Braintree,36543.0,13.457771005659556,40.7
Brandon,154213.0,0.14715640287966147,37.025000000000006
Branford,27871.0,3.833067148114714,48.1
Brawley,26818.0,0.8500167766469076,32.2
Brea,37580.0,1.7849415837299871,38.3
Bremerton,58011.0,4.729595300888007,37.15
Brenham,29033.0,0.37897511945954854,40.0
Brentwood,285867.0,3.416908364391246,36.633333333333326
Briarwood,54523.0,62.71525215252152,35.7
Brick Township,43100.0,2.0048115477145148,44.0
Bridgeboro,33874.0,1.3257407242637245,30.5
Bridgeport,79122.0,10.994604237008618,32.1
Bridgeton,46620.0,1.0573210573210574,34.7
Bridgewater,26931.0,4.143980641258318,35.7
Bridgewater Township,38242.0,3.416083174199024,41.5
Brighton,62320.0,0.6544580791517874,38.75
Bristol,98502.0,0.6589093653500749,42.65
Bristow,31367.0,5.95437876810243,32.1
Brockton,94267.0,6.261618391475281,35.85
Broken Arrow,121674.0,0.24802976034174598,37.166666666666664
Brookline,28796.0,28.770628118203916,33.6
Brooklyn,2480847.0,61.84045971911564,34.69428571428571
Brooklyn Center,89531.0,5.398139388534704,33.766666666666666
Brooklyn Park,33091.0,14.408886127077832,34.3
Brooks,39617.0,2.997967479674797,32.7
Brown Deer,28984.0,3.59671709044094,40.2
Brownsburg,34063.0,0.0,37.9
Brownsville,198986.0,0.8949308571722215,29.266666666666666
Brunswick,72733.0,0.6957149076714628,37.1
Bryan,29528.0,1.0152732409287544,29.9
Buckeye,53868.0,0.14515292897874546,30.9
Buechel,30193.0,2.6596491228070174,34.7
Buena Park,81470.0,3.6221102488940438,36.05
Buffalo,28593.0,2.5246520735715783,40.6
Buffalo Grove,41584.0,5.526036131774708,42.8
Buford,42073.0,0.7910529187124932,35.9
Bull Valley,32253.0,2.059554932092074,39.4
Bullhead City,33108.0,0.4622496147919877,49.4
Burbank,85764.0,4.180957073498898,38.1
Burleson,62853.0,0.8736647764736911,36.8
Burlington,181072.0,2.6156372161708785,39.03333333333333
Burnsville,44656.0,4.3866201859229745,36.0
Butler,39554.0,1.1368727598566308,44.6
Butte,33406.0,0.19528707199583387,40.3
Butte La Rose,26369.0,0.6115394841797395,35.9
CANAL WNCHSTR,35252.0,0.20418878711860453,34.2
CARLISLE BRKS,35010.0,0.9271836059764956,38.8
CARNES CROSSROADS,67946.0,0.5888351590512846,35.9
CARPENTERSVLE,39204.0,1.6095591444783937,30.6
CHRISTIANSBRG,30109.0,0.4826254826254826,37.6
CONCORD FARR,34137.0,0.32592592592592595,39.8
CORNWALL Borough,36945.0,0.6319939699657912,43.0
CORP CHRISTI,200754.0,1.4874336634974412,34.95
CRYSTAL CITY,50222.0,7.31785944551902,30.3
Cabo Rojo,44117.0,0.4924311508298377,40.2
Cabot,36621.0,0.0,34.8
Caguas,145188.0,1.57845153949753,38.2
Cajah's Mountain,46474.0,0.08433125316242199,42.9
Calabasas,26439.0,0.6869633099141296,43.6
Caldwell,40460.0,0.6828904891979141,30.1
Calexico,39675.0,2.0403245240581573,32.6
Calhoun,39738.0,0.005939653124257543,36.6
Callaway,37514.0,0.17452006980802792,39.5
Callisburg,26968.0,0.14216424151195853,38.7
Calumet City,37463.0,10.29541595925297,35.3
Calverton,26658.0,9.026028547439127,37.1
Camarillo,43234.0,1.3090298360007904,40.9
Camas,28944.0,1.466344278917401,39.4
Cambridge,72720.0,24.806807855747707,29.0
Camden,29300.0,11.027444763697613,30.0
Camp Hill,35165.0,1.007727975270479,41.6
Campbell,45495.0,3.21753986332574,37.8
Camuy,34438.0,0.0,38.4
Canandaigua,26862.0,2.0190866787601545,45.7
Cannon Air Force Base,46923.0,0.3292181069958848,30.7
Canoga Park,106941.0,6.4041010233632525,37.53333333333333
Canonsburg,36860.0,1.9694264673064048,43.8
Canton,245708.0,0.2900770872450688,37.550000000000004
Cantonment,27212.0,0.0,41.8
Canyon Lake,62287.0,0.11266415519487379,34.4
Canóvanas,54198.0,2.588895820336868,35.9
Cape Coral,99262.0,0.5639132912396744,47.23333333333333
Cape Girardeau,36782.0,0.468358566604945,34.2
Carbondale,27557.0,1.7804967129291454,24.0
Carlsbad,61258.0,1.9320832347387686,40.05
Carmel,79461.0,0.33946750209773235,39.85
Carmichael,60729.0,2.907241222447376,43.4
Carol City,81023.0,5.374138444421081,36.3
Carol Stream,42614.0,3.066254490767817,37.9
Carolina,136053.0,3.7255031484699153,38.33333333333333
Carrollton,135403.0,0.886362065605006,34.666666666666664
Carson City,26264.0,0.009079353550027237,41.9
Cary,119102.0,1.0080601540836402,36.800000000000004
Casper,27857.0,1.1036468330134357,36.2
Casselberry,35490.0,1.2733446519524618,39.1
Castaic,28949.0,2.138203175185831,32.7
Castle Rock,28558.0,0.560659281275331,36.4
Castro Valley,43448.0,8.20425702008594,40.2
Cathedral City,52534.0,3.2617232617232617,34.8
Cave Creek,27396.0,0.9926854754440961,46.0
Cayey,51116.0,0.7436452136289886,38.6
Cañon City,30211.0,0.5181906509770053,43.2
Cedar Falls,42766.0,0.3031234898739182,27.8
Cedar Hill,46818.0,0.3047471885998798,34.6
Cedar Park,70764.0,0.7342229473806887,34.9
Cedar Rapids,78716.0,1.5267602480026798,33.7
Cedartown,25373.0,0.46266408435549816,35.3
Center Point,46911.0,0.31386395959001523,32.7
Centerville,52929.0,0.5502731861230374,47.6
Central Islip,37181.0,4.8847767369691395,32.8
Central LA,284679.0,17.616001877134025,35.21666666666667
Central Oklahoma City,57611.0,0.8622381547482506,35.0
Central Point,28282.0,1.4090520922288643,42.5
Central Southwest,33820.0,5.094456488076804,30.9
Centreville,29932.0,4.601498436670403,32.3
Ceres,42470.0,1.4621541564252851,31.7
Chambersburg,55856.0,0.17371641931167095,40.25
Champaign,66849.0,8.027145951363403,28.35
Chandler,264978.0,1.0161718250012055,38.65
Channelview,30475.0,0.7406227602134268,29.2
Chapel Hill,71266.0,9.132475671389667,28.2
Charleston,159459.0,1.628536251698406,36.96
Charlotte,739230.0,3.9777137666868647,34.38823529411765
Charlottesville,32396.0,3.5147247119078107,40.6
Chaska,25954.0,2.032520325203252,35.6
Chatsworth,71280.0,1.7867992267329467,39.849999999999994
Chattanooga,47397.0,0.46858264905390934,41.2
Cheektowaga,73014.0,8.354964865436624,36.3
Chelsea,62901.0,12.832678025309283,37.1
Cherry Hill,30574.0,8.297673174645627,44.0
Chesapeake,186931.0,0.344176611591349,37.05
Cheshire,29233.0,1.315511783327471,43.0
Chester,34048.0,0.22158342316445084,38.4
Chesterbrook,32659.0,7.6145261730069675,40.2
Chesterfield,32647.0,0.14794723215386513,37.4
Cheyenne,32664.0,0.47633403678022307,43.2
Chicago,2309901.0,26.096482373554302,34.290000000000006
Chicago Heights,58923.0,6.708440840398083,32.8
Chico,74357.0,1.7867328526207817,29.6
Chicopee,30593.0,1.058091286307054,43.0
Chillicothe,56910.0,0.3970393608156463,40.2
Chino Hills,76187.0,1.5918041364875657,37.1
Chiriaco Summit,63915.0,1.6752094011751468,31.4
Choctaw Beach,31221.0,0.2582781456953642,42.2
Christiana,52515.0,3.7098134095824626,33.5
Chula Vista,231452.0,2.567263262402122,33.25
Cidra,38424.0,0.9855888686433659,37.2
Cincinnati,137777.0,2.6649419582853793,38.025
Citrus Heights,85046.0,2.0696583316714707,37.7
City of Industry,159885.0,3.089463558210842,35.93333333333333
City of Orange,30202.0,23.170931758530184,34.1
Claremont,36484.0,3.9068514241724404,39.8
Claremore,27807.0,0.08252867871585376,39.8
Clarksville,160386.0,0.9353746883286066,31.233333333333334
Clayton,39804.0,0.21576596919062674,36.1
Clear Lake City,25760.0,0.943683409436834,40.3
Clearfield,63074.0,1.9381472152253008,28.6
Clearwater,25459.0,1.1907888976446896,49.9
Clemmons,25703.0,0.0966183574879227,44.0
Clermont,54626.0,0.6139415902792582,41.0
Cleveland,492697.0,6.041807277804312,37.00714285714286
Clifton,67137.0,9.538532090396018,38.5
Clifton Park,42249.0,0.6918098638696719,41.2
Clinton,146106.0,3.405121751398531,40.26
Clinton Township,76588.0,1.5094930736599106,42.1
Clodine,38364.0,0.16898337421640774,33.8
Clovis,113820.0,0.3376171277809438,35.199999999999996
Coachella,43037.0,1.1909262759924386,26.3
Coamo,39871.0,0.3362600410984495,36.6
Cockeysville,25321.0,3.630582667849749,38.3
Coeur d'Alene,57152.0,0.5060576786722469,39.15
Cohasset,33511.0,0.7516796381294486,35.0
College Park,70414.0,7.098419173890872,31.9
College Station,109890.0,4.194793646722892,25.85
Collegedale,35209.0,0.0,41.0
Collinsville,32498.0,0.7649837025211202,37.7
Colma,48536.0,23.223825851208037,36.6
Colorado Springs,402015.0,0.879657322520217,34.75833333333333
Colton,58013.0,1.7540703427183593,28.2
Columbia,544362.0,1.625875599624905,34.12307692307692
Columbus,542494.0,2.2927443122744293,34.42142857142857
Commack,28646.0,6.4098750743604995,44.3
Compton,32362.0,6.005267778753292,27.6
Concord,281495.0,6.427503708292839,38.214285714285715
Conroe,31796.0,0.5473084420452842,31.8
Converse,36915.0,1.3966956225515244,32.1
Conway,120262.0,0.223045040215762,33.63333333333333
Conyers,84689.0,1.792202616544319,36.7
Cookeville,27112.0,0.21673891297099032,41.5
Coppell,40021.0,0.6677555726364335,38.4
Copperas Cove,36479.0,0.16922676386357718,31.9
Coram,29987.0,6.074456809750927,39.4
Corbin,28250.0,0.926986772211228,40.8
Corcoran,25204.0,0.2517162471395881,35.9
Cordova,81267.0,0.1747960712502081,35.5
Corinth,71855.0,0.6975074366601702,35.9
Cornelius,25223.0,3.2629406160685934,37.7
Corona,355171.0,12.248869207824072,33.88333333333333
Corozal,35856.0,0.9792213995700979,35.8
Corpus Christi,35390.0,0.44262662483191395,33.2
Corsicana,28247.0,0.06920415224913495,35.0
Cortland,30009.0,1.1700524011198048,32.9
Costa Mesa,112381.0,2.8246322959473478,33.7
Cottage Grove,34764.0,2.242547798776792,34.8
Council Bluffs,72228.0,0.8727737391478729,38.05
Coventry,32707.0,0.499383477188656,43.4
Covina,61757.0,4.157930915887419,36.0
Covington,214334.0,1.7012693372999397,36.599999999999994
Cow Island,25850.0,0.0,35.7
Cranberry Township,28976.0,1.3435574780443047,38.7
Cranston,38678.0,2.3378630772203257,43.0
Crawfordsville,27929.0,0.12231917149147843,40.5
Crawfordville,27611.0,0.0966268446943078,38.9
Creedmoor,26991.0,0.23187509661462358,34.6
Cresaptown,43546.0,0.6181998021760633,42.3
Creston,49792.0,0.4357298474945534,39.5
Crestview,25842.0,2.2788070940255625,35.1
Crofton,26158.0,4.91120218579235,34.8
Crosby,28394.0,0.32701660238135166,34.8
Culver City,33090.0,4.397532059037019,38.4
Cumberland,61702.0,2.836977970425459,38.599999999999994
Cumming,115979.0,0.6460867505000363,37.7
Cuyahoga Falls,67988.0,0.646490614174662,39.05
Cypress,213918.0,1.297986092247052,34.325
Cypress Gardens,29765.0,0.44473727557239334,47.2
DEVORE HGHTS,60118.0,1.1839956450734894,27.8
DORCHESTR CTR,51544.0,36.231632031997215,34.7
DW GDNS,30505.0,0.40772675623287213,34.6
Dacula,43422.0,0.5405681064817176,36.0
Dahlonega,25932.0,0.13276906480789977,36.6
Dallas,955285.0,4.0668500031020445,32.36521739130435
Dalton,81340.0,0.5252899069126655,34.349999999999994
Daly City,62941.0,17.431051465156365,39.1
Danbury,82703.0,3.5987493302586993,38.05
Daniels,42784.0,2.37117903930131,37.9
Danvers,26963.0,2.2897434033582904,44.5
Danville,129375.0,2.8127500822390035,42.4
Daphne,31326.0,0.0,37.1
Davenport,54979.0,0.3451628607933559,36.05
Davis,75328.0,6.086499853411683,26.4
Davison,32057.0,0.2984406476162053,39.9
Dawsonville,27856.0,0.11110161524656012,40.5
Day Heights,31825.0,0.6160585940173865,41.7
Dayton,84625.0,3.4444129333629783,35.36666666666667
Daytona Beach,32005.0,4.88941692560775,33.1
DeKalb,46492.0,5.077886018165561,23.9
DeLand,63341.0,0.6462080662805659,43.7
DeRidder,25294.0,0.4056795131845842,36.0
DeSoto,50619.0,1.8331305843365913,39.8
Dearborn,78515.0,0.7716948372576816,34.25
Dearborn Heights,37007.0,0.9840367373715285,37.7
Decatur,247332.0,5.672668009897597,37.84285714285715
Dedham,25111.0,7.769607843137255,43.1
Deer Park,59369.0,3.8140544604806186,37.95
Deer Valley,36244.0,1.550751879699248,33.5
Deerfield Beach,55948.0,1.4480995602895415,46.9
Defiance,27986.0,0.4162739553879987,39.6
Del Sur,71313.0,0.9812767877284007,35.8
Delano,56028.0,0.5624629958555358,29.1
Delaware,50809.0,0.356,35.7
Dellwood,38611.0,1.4242115971515767,43.8
Delran,29316.0,2.6911153617835235,38.2
Delray Beach,30276.0,4.022781342368972,48.0
Deltona,89373.0,0.3774580728316071,38.75
Denham Springs,53882.0,0.2625414007593505,34.3
Denton,52300.0,2.3869624137465486,27.049999999999997
Denver,816223.0,5.569198246807984,33.918181818181814
Derby,27928.0,0.22363547417709134,37.0
Des Moines,66776.0,1.6864814924483358,34.599999999999994
Des Plaines,90396.0,5.870039989200029,38.95
Desert Hot Springs,35878.0,2.5708418891170433,32.5
Detroit,589344.0,8.710817577875309,35.31875000000001
Diamond Bar,47562.0,2.781743456629894,40.9
Dickson,27537.0,0.8968609865470852,37.9
Dinuba,29628.0,0.13885031935573452,27.9
District Heights,37597.0,21.076138931217486,36.5
Dockweiler,43779.0,17.65439429928741,24.0
Dodge City,30736.0,0.41628448458336276,29.6
Donna,38464.0,0.0,26.8
Dorado,38305.0,1.2058281694858484,38.0
Dothan,67739.0,0.47798481485605204,38.25
Douglasville,106367.0,1.2134931831441937,34.900000000000006
Dover,151459.0,2.770350866765591,36.08
Downers Grove,88909.0,8.836849724457602,41.06666666666666
Downey,113082.0,2.604329211573362,34.699999999999996
Dracut,30315.0,1.0677694111838045,40.0
Draper,43694.0,2.3640661938534278,30.8
Drexel Hill,31198.0,8.612350021986305,37.2
Dublin,149673.0,2.670545407926666,36.7
Dubuque,43674.0,1.3693021563097079,36.1
Duluth,139488.0,1.1129987095205154,36.86666666666667
Dundalk,55043.0,4.121662490279098,41.1
Dunedin,38220.0,1.3469985358711567,52.7
Dunn,25130.0,0.14291158536585366,39.7
Dunwoody,68880.0,5.292621760819528,35.7
Durango,29280.0,3.168342864655229,35.8
Durham,227401.0,3.4238240955395014,33.160000000000004
Dyersburg,27514.0,0.0,40.7
E ATLANTC BCH,37599.0,19.173650933686222,43.5
E RNCHO DMNGZ,53657.0,6.627432267642225,27.6
EAST GRAND RA,33230.0,4.428497543315231,32.7
ELEVEN MILE,53558.0,0.13432527381690432,36.1
Eagle Mountain,53583.0,2.1539650342895778,24.2
Eagle Pass,54447.0,0.5485033693778405,29.4
Eagle River,27955.0,0.490814752489132,32.2
Eagle Rock,28439.0,5.713058419243986,40.1
Easley,30544.0,0.07750736319950395,40.4
East Arlington,34768.0,0.08093343225197275,28.9
East Bronx,141898.0,49.91279428619398,36.55
East Brunswick,46670.0,12.604781123874574,42.4
East Chicago,29387.0,3.134864482420812,29.8
East Elmhurst,76133.0,54.19041422034333,35.35
East Flatbush,77011.0,63.13052522100884,38.9
East Gull Lake,29469.0,0.5200980756371202,39.0
East Haven,69278.0,5.579310091025537,38.35
East Lansdowne,27941.0,19.487485101311083,40.0
East Lansing,50081.0,5.217249531262738,23.6
East Liberty,29196.0,24.131104267487903,37.2
East Meadow,37513.0,10.062379758642804,43.0
East Norriton,42003.0,9.381289024201456,35.0
East Northport,28969.0,8.238412493731643,42.9
East Orange,64673.0,23.126155591115072,37.2
East Patchogue,45262.0,4.752447155624911,38.7
East Point,32963.0,18.960960507437893,35.2
East Rockland Key,33674.0,3.546904568802379,41.2
East Wenatchee,28672.0,0.6291238299831211,38.2
East Yaphank,27115.0,3.4945235079353254,36.9
Eastpointe,32481.0,1.0134612409097943,36.2
Eau Claire,82876.0,1.2138718451202717,32.8
Eddington,55527.0,3.975189335526541,40.3
Eden Prairie,30143.0,2.208542235197055,40.7
Edgemoor,25635.0,3.31466277909921,45.1
Edgewood,25027.0,3.615711436746727,33.0
Edinburg,144215.0,0.36125444648938027,28.03333333333333
Edison,84486.0,13.94478706930966,38.3
Edmond,119677.0,0.33467614396287976,34.36666666666667
Edmonds,36173.0,9.349766255843605,43.8
Edwardsville,64839.0,1.6756599780989263,39.8
Egg Harbor Township,42802.0,1.6634522661523625,39.2
El Cajon,169516.0,2.605237060454401,36.4
El Centro,48615.0,1.0879737950397754,32.1
El Dorado,32328.0,0.0,38.2
El Dorado Hills,40603.0,1.660975750911511,41.4
El Mirage,65267.0,1.4830074023387967,27.25
El Monte,136848.0,6.054272674467064,34.56666666666667
El Paso,526344.0,1.8822761077910433,32.08
Eldersburg,39696.0,1.2569279493269991,42.5
Elgin,99208.0,2.307316067842517,32.65
Elizabeth,101986.0,11.393839383453033,32.266666666666666
Elizabeth City,40307.0,0.4424778761061947,37.5
Elizabethton,34438.0,0.06638147219353888,43.9
Elizabethtown,79021.0,0.7060746847865421,38.849999999999994
Elk Grove,169868.0,2.3914135756901596,34.333333333333336
Elk Grove Village,33830.0,3.821009918845807,43.4
Elkhart,74232.0,0.8358687264992494,36.05
Elkridge,28613.0,3.2565937963500353,32.5
Elkton,42316.0,0.4852137494254048,38.6
Ellensburg,30624.0,0.569516622766427,27.8
Ellenwood,38575.0,3.1073288169755333,36.1
Ellicott,40232.0,0.5679779983259596,39.6
Ellicott City,40585.0,2.129013312451057,42.8
Elmhurst,147536.0,40.84405465131023,38.099999999999994
Elsmere,41071.0,8.0424073677447,32.8
Empire City,28225.0,0.7539648149753011,39.3
Emporia,28727.0,0.0,30.7
Encinitas,49226.0,1.6939797911182815,42.1
