datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,City,State,Zipcode
2021-02-01 12:00:00,250.34,0.0,10.28,70.1,2.3,2.0,3.06,0.41,1.0,Elmhurst,Queens County,11373
2021-02-01 11:00:00,243.66,0.0,7.37,77.96,2.15,1.66,2.43,0.26,1.0,Elmhurst,Queens County,11373
2021-02-01 10:00:00,243.66,0.0,6.08,85.83,1.83,1.32,2.1,0.23,2.0,Elmhurst,Queens County,11373
2021-02-01 09:00:00,243.66,0.0,6.08,89.41,1.83,1.24,2.06,0.24,2.0,Elmhurst,Queens County,11373
2021-02-01 08:00:00,247.0,0.0,7.2,84.4,2.15,1.68,2.56,0.25,2.0,Elmhurst,Queens County,11373
2021-02-01 07:00:00,250.34,0.0,9.08,72.96,2.65,2.52,3.42,0.27,1.0,Elmhurst,Queens County,11373
2021-02-01 06:00:00,253.68,0.0,10.03,70.81,2.86,2.53,3.38,0.29,1.0,Elmhurst,Queens County,11373
2021-02-01 05:00:00,250.34,0.0,9.85,77.25,2.38,1.89,2.74,0.32,1.0,Elmhurst,Queens County,11373
2021-02-01 04:00:00,257.02,0.0,12.0,76.53,2.41,1.94,3.32,0.52,1.0,Elmhurst,Queens County,11373
2021-02-01 03:00:00,267.03,0.0,14.57,72.96,2.83,2.35,4.35,0.73,1.0,Elmhurst,Queens County,11373
2021-02-01 02:00:00,287.06,0.01,20.05,65.09,3.82,3.54,6.24,1.01,1.0,Elmhurst,Queens County,11373
2021-02-01 01:00:00,317.1,0.03,30.85,51.5,5.54,5.26,9.36,1.52,1.0,Elmhurst,Queens County,11373
2021-02-01 00:00:00,330.45,0.06,38.39,43.99,6.74,5.93,11.02,1.92,1.0,Elmhurst,Queens County,11373
2021-01-31 23:00:00,323.77,0.06,39.76,44.35,7.09,5.4,10.36,1.84,1.0,Elmhurst,Queens County,11373
2021-01-31 22:00:00,317.1,0.5,37.01,47.92,7.21,4.98,9.71,1.76,1.0,Elmhurst,Queens County,11373
2021-01-31 21:00:00,313.76,2.63,33.93,50.78,7.75,5.15,9.81,1.77,1.0,Elmhurst,Queens County,11373
2021-01-31 20:00:00,317.1,5.09,31.53,52.93,8.11,5.47,10.31,1.87,1.0,Elmhurst,Queens County,11373
2021-01-31 19:00:00,320.44,6.48,29.13,53.64,7.99,5.7,10.88,1.93,1.0,Elmhurst,Queens County,11373
2021-01-31 18:00:00,320.44,6.48,26.39,53.64,7.33,5.7,11.52,1.96,1.0,Elmhurst,Queens County,11373
2021-01-31 17:00:00,327.11,6.93,27.08,50.78,7.33,5.96,12.07,2.15,1.0,Elmhurst,Queens County,11373
2021-01-31 16:00:00,333.79,6.54,28.79,46.49,6.91,6.3,12.53,2.34,1.0,Elmhurst,Queens County,11373
2021-01-31 15:00:00,343.8,5.87,31.19,39.7,6.62,6.58,12.93,2.47,1.0,Elmhurst,Queens County,11373
2021-01-31 14:00:00,347.14,2.6,36.33,32.19,6.62,6.57,12.62,2.5,1.0,Elmhurst,Queens County,11373
2021-01-31 13:00:00,337.12,0.45,35.99,33.26,6.68,6.1,11.16,2.34,1.0,Elmhurst,Queens County,11373
2021-01-31 12:00:00,307.08,0.1,27.76,43.63,6.56,4.6,8.07,1.85,1.0,Elmhurst,Queens County,11373
2021-01-31 11:00:00,273.71,0.02,19.02,54.36,5.78,2.83,5.04,1.22,1.0,Elmhurst,Queens County,11373
2021-01-31 10:00:00,267.03,0.01,16.97,57.94,5.31,2.51,4.51,1.08,1.0,Elmhurst,Queens County,11373
2021-01-31 09:00:00,270.37,0.01,17.31,57.22,5.13,2.67,4.82,1.12,1.0,Elmhurst,Queens County,11373
2021-01-31 08:00:00,277.04,0.01,18.17,55.79,4.89,3.05,5.41,1.22,1.0,Elmhurst,Queens County,11373
2021-01-31 07:00:00,297.07,0.02,21.42,50.78,4.95,4.05,6.9,1.5,1.0,Elmhurst,Queens County,11373
2021-01-31 06:00:00,340.46,0.06,29.82,39.7,6.08,6.21,9.94,2.25,1.0,Elmhurst,Queens County,11373
2021-01-31 05:00:00,393.87,0.19,39.41,29.68,7.45,8.99,13.77,3.29,1.0,Elmhurst,Queens County,11373
2021-01-31 04:00:00,447.27,0.66,49.35,21.82,7.87,12.45,18.27,4.37,2.0,Elmhurst,Queens County,11373
2021-01-31 03:00:00,460.63,0.73,50.72,22.53,7.75,12.87,18.81,4.56,2.0,Elmhurst,Queens County,11373
2021-01-31 02:00:00,447.27,0.46,49.35,27.54,7.63,11.62,17.09,4.31,2.0,Elmhurst,Queens County,11373
2021-01-31 01:00:00,427.25,0.27,47.3,33.98,7.39,9.89,14.67,3.86,2.0,Elmhurst,Queens County,11373
2021-01-31 00:00:00,393.87,0.14,43.18,40.77,7.33,7.79,11.57,3.29,2.0,Elmhurst,Queens County,11373
2021-01-30 23:00:00,353.81,0.06,36.33,48.64,7.09,5.53,8.38,2.57,1.0,Elmhurst,Queens County,11373
2021-01-30 22:00:00,303.75,0.83,25.36,62.23,5.9,3.71,5.63,1.76,1.0,Elmhurst,Queens County,11373
2021-01-30 21:00:00,270.37,2.35,15.94,72.96,4.47,2.66,3.91,1.16,1.0,Elmhurst,Queens County,11373
2021-01-30 20:00:00,270.37,3.69,13.71,72.96,4.47,2.88,4.1,1.11,1.0,Elmhurst,Queens County,11373
2021-01-30 19:00:00,270.37,4.36,12.17,71.53,4.29,2.96,4.17,1.06,1.0,Elmhurst,Queens County,11373
2021-01-30 18:00:00,273.71,4.75,11.65,68.67,4.29,2.87,4.14,1.06,1.0,Elmhurst,Queens County,11373
2021-01-30 17:00:00,283.72,5.36,12.34,65.09,4.53,2.94,4.35,1.2,1.0,Elmhurst,Queens County,11373
2021-01-30 16:00:00,290.39,5.48,13.37,60.8,4.47,3.07,4.64,1.35,1.0,Elmhurst,Queens County,11373
2021-01-30 15:00:00,303.75,5.09,15.94,55.79,4.47,3.41,5.28,1.55,1.0,Elmhurst,Queens County,11373
2021-01-30 14:00:00,313.76,2.99,20.56,49.35,4.71,3.8,5.93,1.76,1.0,Elmhurst,Queens County,11373
2021-01-30 13:00:00,310.42,0.35,23.31,47.21,4.83,3.86,5.99,1.77,1.0,Elmhurst,Queens County,11373
2021-01-30 12:00:00,287.06,0.05,19.19,52.93,4.71,3.02,4.68,1.46,1.0,Elmhurst,Queens County,11373
2021-01-30 11:00:00,263.69,0.02,13.37,60.8,4.35,1.72,2.78,1.0,1.0,Elmhurst,Queens County,11373
2021-01-30 10:00:00,257.02,0.01,11.82,64.37,4.05,1.44,2.37,0.9,1.0,Elmhurst,Queens County,11373
2021-01-30 09:00:00,253.68,0.01,11.14,65.8,3.67,1.31,2.17,0.85,1.0,Elmhurst,Queens County,11373
2021-01-30 08:00:00,250.34,0.01,10.2,67.95,3.25,1.18,1.98,0.78,1.0,Elmhurst,Queens County,11373
2021-01-30 07:00:00,247.0,0.01,9.68,68.67,2.89,1.1,1.87,0.74,1.0,Elmhurst,Queens County,11373
2021-01-30 06:00:00,253.68,0.01,10.71,67.95,2.98,1.22,2.1,0.81,1.0,Elmhurst,Queens County,11373
2021-01-30 05:00:00,267.03,0.02,15.08,62.94,3.73,1.92,3.22,1.11,1.0,Elmhurst,Queens County,11373
2021-01-30 04:00:00,290.39,0.04,20.05,57.94,3.87,3.23,5.12,1.55,1.0,Elmhurst,Queens County,11373
2021-01-30 03:00:00,297.07,0.05,21.59,54.36,3.73,3.66,5.75,1.69,1.0,Elmhurst,Queens County,11373
2021-01-30 02:00:00,297.07,0.06,21.59,52.93,3.67,3.53,5.53,1.65,1.0,Elmhurst,Queens County,11373
2021-01-30 01:00:00,297.07,0.07,21.94,51.5,3.61,3.42,5.31,1.6,1.0,Elmhurst,Queens County,11373
2021-01-30 00:00:00,290.39,0.07,21.25,52.93,3.55,2.95,4.52,1.44,1.0,Elmhurst,Queens County,11373
2021-01-29 23:00:00,273.71,0.05,18.68,55.79,3.34,2.22,3.43,1.16,1.0,Elmhurst,Queens County,11373
2021-01-29 22:00:00,260.35,0.61,15.08,59.37,3.07,1.82,2.81,0.93,1.0,Elmhurst,Queens County,11373
2021-01-29 21:00:00,253.68,2.04,11.31,64.37,3.01,1.7,2.58,0.82,1.0,Elmhurst,Queens County,11373
2021-01-29 20:00:00,250.34,2.77,8.82,67.95,2.86,1.55,2.37,0.73,1.0,Elmhurst,Queens County,11373
2021-01-29 19:00:00,247.0,2.85,7.2,69.38,2.5,1.37,2.1,0.64,1.0,Elmhurst,Queens County,11373
2021-01-29 18:00:00,243.66,2.82,6.43,68.67,2.33,1.23,1.94,0.6,1.0,Elmhurst,Queens County,11373
2021-01-29 17:00:00,247.0,3.07,6.86,66.52,2.53,1.3,2.08,0.67,1.0,Elmhurst,Queens County,11373
2021-01-29 16:00:00,253.68,3.1,7.8,65.09,2.56,1.44,2.3,0.74,1.0,Elmhurst,Queens County,11373
2021-01-29 15:00:00,263.69,2.88,10.11,63.66,2.71,1.75,2.79,0.9,1.0,Elmhurst,Queens County,11373
2021-01-29 14:00:00,273.71,1.68,14.22,60.8,3.07,2.14,3.37,1.08,1.0,Elmhurst,Queens County,11373
2021-01-29 13:00:00,277.04,0.17,16.62,60.08,3.28,2.34,3.66,1.14,1.0,Elmhurst,Queens County,11373
2021-01-29 12:00:00,263.69,0.02,13.88,65.8,3.34,1.91,3.0,0.98,1.0,Elmhurst,Queens County,11373
2021-01-29 11:00:00,247.0,0.01,9.85,73.67,3.25,1.01,1.67,0.67,1.0,Elmhurst,Queens County,11373
2021-01-29 10:00:00,243.66,0.01,9.43,75.1,3.34,0.87,1.46,0.63,1.0,Elmhurst,Queens County,11373
2021-01-29 09:00:00,250.34,0.0,10.37,75.1,3.73,0.96,1.59,0.69,1.0,Elmhurst,Queens County,11373
2021-01-29 08:00:00,253.68,0.0,11.14,74.39,3.99,1.06,1.75,0.74,1.0,Elmhurst,Queens County,11373
2021-01-29 07:00:00,257.02,0.01,11.48,73.67,3.99,1.11,1.84,0.77,1.0,Elmhurst,Queens County,11373
2021-01-29 06:00:00,253.68,0.01,10.97,73.67,3.55,1.06,1.78,0.74,1.0,Elmhurst,Queens County,11373
2021-01-29 05:00:00,257.02,0.01,11.31,73.67,3.16,1.19,1.99,0.78,1.0,Elmhurst,Queens County,11373
2021-01-29 04:00:00,270.37,0.01,13.71,72.24,2.95,1.92,3.06,1.03,1.0,Elmhurst,Queens County,11373
2021-01-29 03:00:00,277.04,0.01,14.74,73.67,2.8,2.25,3.56,1.14,1.0,Elmhurst,Queens County,11373
2021-01-29 02:00:00,280.38,0.01,15.59,73.67,2.86,2.36,3.74,1.2,1.0,Elmhurst,Queens County,11373
2021-01-29 01:00:00,283.72,0.01,17.14,70.81,3.04,2.53,4.0,1.3,1.0,Elmhurst,Queens County,11373
2021-01-29 00:00:00,280.38,0.01,18.17,67.23,3.25,2.41,3.78,1.28,1.0,Elmhurst,Queens County,11373
2021-01-28 23:00:00,270.37,0.01,17.82,67.23,3.28,2.0,3.16,1.14,1.0,Elmhurst,Queens County,11373
2021-01-28 22:00:00,263.69,0.45,16.11,71.53,3.31,1.83,2.91,1.03,1.0,Elmhurst,Queens County,11373
2021-01-28 21:00:00,260.35,1.72,13.2,77.96,3.49,1.84,2.91,0.97,1.0,Elmhurst,Queens County,11373
2021-01-28 20:00:00,257.02,2.52,11.14,82.97,3.49,1.78,2.84,0.91,2.0,Elmhurst,Queens County,11373
2021-01-28 19:00:00,257.02,2.85,9.77,82.25,3.37,1.77,2.84,0.87,2.0,Elmhurst,Queens County,11373
2021-01-28 18:00:00,260.35,2.46,10.37,76.53,3.43,1.74,2.92,0.9,1.0,Elmhurst,Queens County,11373
2021-01-28 17:00:00,273.71,2.46,12.85,70.81,3.99,2.12,3.53,1.09,1.0,Elmhurst,Queens County,11373
2021-01-28 16:00:00,287.06,2.18,16.28,63.66,4.35,2.71,4.39,1.33,1.0,Elmhurst,Queens County,11373
2021-01-28 15:00:00,300.41,1.36,20.56,56.51,4.89,3.32,5.39,1.58,1.0,Elmhurst,Queens County,11373
2021-01-28 14:00:00,313.76,0.51,24.33,51.5,5.48,3.82,6.24,1.81,1.0,Elmhurst,Queens County,11373
2021-01-28 13:00:00,313.76,0.07,24.68,52.21,5.78,3.98,6.51,1.84,1.0,Elmhurst,Queens County,11373
2021-01-28 12:00:00,293.73,0.02,20.74,57.94,6.02,3.31,5.4,1.55,1.0,Elmhurst,Queens County,11373
2021-01-28 11:00:00,267.03,0.01,14.74,63.66,5.9,1.97,3.34,1.08,1.0,Elmhurst,Queens County,11373
2021-01-28 10:00:00,267.03,0.01,13.54,63.66,5.72,1.8,3.06,1.0,1.0,Elmhurst,Queens County,11373
2021-01-28 09:00:00,277.04,0.01,14.22,60.8,5.78,2.05,3.36,1.05,1.0,Elmhurst,Queens County,11373
2021-01-28 08:00:00,287.06,0.01,15.25,56.51,6.08,2.46,3.84,1.09,1.0,Elmhurst,Queens County,11373
2021-01-28 07:00:00,303.75,0.02,17.65,50.78,6.68,3.16,4.74,1.19,1.0,Elmhurst,Queens County,11373
2021-01-28 06:00:00,337.12,0.05,23.65,40.77,7.33,4.45,6.69,1.52,1.0,Elmhurst,Queens County,11373
2021-01-28 05:00:00,380.52,0.23,32.56,28.25,7.87,6.44,9.81,2.15,1.0,Elmhurst,Queens County,11373
2021-01-28 04:00:00,447.27,1.63,45.24,12.88,8.35,9.87,15.05,3.23,2.0,Elmhurst,Queens County,11373
2021-01-28 03:00:00,487.33,4.58,50.04,5.36,8.7,11.55,17.72,3.77,2.0,Elmhurst,Queens County,11373
2021-01-28 02:00:00,514.03,8.38,52.09,2.01,9.06,11.91,18.66,3.83,2.0,Elmhurst,Queens County,11373
2021-01-28 01:00:00,534.06,12.07,54.15,0.83,8.35,12.03,19.08,3.17,2.0,Elmhurst,Queens County,11373
2021-01-27 00:00:00,360.49,0.1,41.47,39.34,3.76,5.56,9.59,1.03,2.0,Elmhurst,Queens County,11373
2021-01-26 23:00:00,343.8,0.09,39.07,40.77,3.99,4.73,8.08,0.9,1.0,Elmhurst,Queens County,11373
2021-01-26 22:00:00,333.79,0.08,37.36,41.84,4.29,4.57,7.61,0.82,1.0,Elmhurst,Queens County,11373
2021-01-26 21:00:00,327.11,0.22,36.33,43.27,4.83,4.75,7.68,0.82,1.0,Elmhurst,Queens County,11373
2021-01-26 20:00:00,317.1,0.68,34.27,45.78,5.66,4.65,7.5,0.83,1.0,Elmhurst,Queens County,11373
2021-01-26 19:00:00,313.76,1.22,31.19,47.92,6.2,4.56,7.16,0.87,1.0,Elmhurst,Queens County,11373
2021-01-26 18:00:00,320.44,1.84,30.5,45.78,5.96,4.76,7.43,0.99,1.0,Elmhurst,Queens County,11373
2021-01-26 17:00:00,323.77,1.98,31.19,42.92,6.56,5.05,8.24,1.22,1.0,Elmhurst,Queens County,11373
2021-01-26 16:00:00,327.11,1.69,31.53,41.49,6.91,5.27,9.37,1.47,1.0,Elmhurst,Queens County,11373
2021-01-26 15:00:00,340.46,1.57,34.62,37.19,7.15,6.17,11.87,1.85,1.0,Elmhurst,Queens County,11373
2021-01-26 14:00:00,350.48,0.87,38.73,33.26,7.39,7.16,13.24,2.03,1.0,Elmhurst,Queens County,11373
2021-01-26 13:00:00,343.8,0.25,38.73,33.98,6.97,7.41,13.47,2.01,1.0,Elmhurst,Queens County,11373
2021-01-26 12:00:00,320.44,0.09,33.59,40.77,6.74,6.09,11.22,1.79,1.0,Elmhurst,Queens County,11373
2021-01-26 11:00:00,287.06,0.02,25.36,51.5,6.2,3.98,7.77,1.25,1.0,Elmhurst,Queens County,11373
2021-01-26 10:00:00,280.38,0.01,23.31,54.36,5.78,3.46,7.13,1.17,1.0,Elmhurst,Queens County,11373
2021-01-26 09:00:00,283.72,0.01,22.96,52.93,5.54,3.47,7.43,1.25,1.0,Elmhurst,Queens County,11373
2021-01-26 08:00:00,287.06,0.02,23.31,50.78,5.19,3.64,7.83,1.35,1.0,Elmhurst,Queens County,11373
2021-01-26 07:00:00,293.73,0.02,23.65,49.35,4.83,3.92,8.16,1.43,1.0,Elmhurst,Queens County,11373
2021-01-26 06:00:00,297.07,0.03,24.68,47.21,4.47,4.3,8.67,1.49,1.0,Elmhurst,Queens County,11373
2021-01-26 05:00:00,323.77,0.08,30.85,37.55,4.41,5.56,10.86,1.85,1.0,Elmhurst,Queens County,11373
2021-01-26 04:00:00,407.22,1.58,49.35,18.42,4.71,10.11,18.73,3.1,2.0,Elmhurst,Queens County,11373
2021-01-26 03:00:00,907.9,70.63,62.38,0.0,5.96,39.06,69.33,10.13,4.0,Elmhurst,Queens County,11373
2021-01-26 02:00:00,1281.74,123.38,78.83,0.0,8.94,59.97,104.24,14.95,5.0,Elmhurst,Queens County,11373
2021-01-26 01:00:00,1535.42,160.93,93.22,0.0,12.88,74.02,119.26,17.99,5.0,Elmhurst,Queens County,11373
2021-01-26 00:00:00,1522.06,160.93,97.33,0.0,12.99,70.38,105.82,15.96,5.0,Elmhurst,Queens County,11373
2021-01-25 23:00:00,1174.93,109.08,93.22,0.0,11.56,47.98,71.27,11.91,4.0,Elmhurst,Queens County,11373
2021-01-25 22:00:00,694.28,35.32,83.63,2.91,12.99,22.93,34.45,6.84,3.0,Elmhurst,Queens County,11373
2021-01-25 21:00:00,400.54,5.36,54.15,31.11,14.07,9.37,13.8,3.1,2.0,Elmhurst,Queens County,11373
2021-01-25 20:00:00,380.52,8.61,42.16,43.63,12.76,8.9,13.03,2.72,2.0,Elmhurst,Queens County,11373
2021-01-25 19:00:00,377.18,10.95,35.99,49.35,12.16,9.12,13.25,2.57,1.0,Elmhurst,Queens County,11373
2021-01-25 18:00:00,397.21,15.87,34.27,50.07,13.11,10.2,15.03,2.91,2.0,Elmhurst,Queens County,11373
2021-01-25 17:00:00,417.23,17.88,35.64,45.78,13.59,10.44,15.56,3.39,2.0,Elmhurst,Queens County,11373
2021-01-25 16:00:00,453.95,20.34,38.73,38.27,14.07,11.44,17.26,4.18,2.0,Elmhurst,Queens County,11373
2021-01-25 15:00:00,587.46,33.08,47.3,20.21,16.21,17.77,26.85,6.52,2.0,Elmhurst,Queens County,11373
2021-01-25 14:00:00,620.84,31.74,52.09,8.67,14.78,19.7,29.71,7.22,2.0,Elmhurst,Queens County,11373
2021-01-25 13:00:00,567.44,16.76,58.26,1.68,13.23,17.99,26.95,6.52,2.0,Elmhurst,Queens County,11373
2021-01-25 12:00:00,453.95,3.3,53.47,11.98,12.16,12.52,18.63,4.75,2.0,Elmhurst,Queens County,11373
2021-01-25 11:00:00,350.48,0.22,34.62,32.9,10.85,6.39,9.88,2.82,1.0,Elmhurst,Queens County,11373
2021-01-25 10:00:00,320.44,0.08,28.45,41.49,9.89,4.79,7.49,2.28,1.0,Elmhurst,Queens County,11373
2021-01-25 09:00:00,310.42,0.05,26.39,45.42,9.3,4.28,6.69,2.12,1.0,Elmhurst,Queens County,11373
2021-01-25 08:00:00,303.75,0.04,24.33,48.64,8.46,3.91,6.09,2.0,1.0,Elmhurst,Queens County,11373
2021-01-25 07:00:00,300.41,0.03,22.96,50.78,7.63,3.6,5.61,1.87,1.0,Elmhurst,Queens County,11373
2021-01-25 06:00:00,293.73,0.02,21.76,52.93,6.68,3.31,5.2,1.76,1.0,Elmhurst,Queens County,11373
2021-01-25 05:00:00,303.75,0.02,21.94,52.93,5.72,3.61,5.62,1.84,1.0,Elmhurst,Queens County,11373
2021-01-25 04:00:00,330.45,0.05,28.45,47.92,5.72,5.32,8.09,2.41,1.0,Elmhurst,Queens County,11373
2021-01-25 03:00:00,350.48,0.08,32.56,43.99,5.84,6.37,9.63,2.76,1.0,Elmhurst,Queens County,11373
2021-01-25 02:00:00,367.17,0.12,36.67,40.05,6.38,7.09,10.7,3.04,1.0,Elmhurst,Queens County,11373
2021-01-25 01:00:00,377.18,0.16,40.44,37.91,6.74,7.53,11.31,3.23,2.0,Elmhurst,Queens County,11373
2021-01-25 00:00:00,363.83,0.11,39.07,42.2,6.68,6.34,9.55,2.91,1.0,Elmhurst,Queens County,11373
2021-01-24 23:00:00,330.45,0.04,33.24,50.78,6.38,4.49,6.96,2.31,1.0,Elmhurst,Queens County,11373
2021-01-24 22:00:00,303.75,0.81,27.08,60.08,5.9,3.3,5.28,1.84,1.0,Elmhurst,Queens County,11373
2021-01-24 21:00:00,283.72,2.43,20.56,68.67,5.42,2.68,4.28,1.47,1.0,Elmhurst,Queens County,11373
2021-01-24 20:00:00,270.37,3.3,15.42,75.1,4.77,2.23,3.59,1.22,1.0,Elmhurst,Queens County,11373
2021-01-24 19:00:00,257.02,3.13,11.48,78.68,3.82,1.73,2.8,0.97,1.0,Elmhurst,Queens County,11373
2021-01-24 18:00:00,253.68,3.05,10.28,77.96,3.52,1.59,2.59,0.9,1.0,Elmhurst,Queens County,11373
2021-01-24 17:00:00,260.35,3.49,11.48,75.82,3.93,1.86,3.02,1.03,1.0,Elmhurst,Queens County,11373
2021-01-24 16:00:00,270.37,3.63,12.68,72.96,3.99,2.13,3.44,1.16,1.0,Elmhurst,Queens County,11373
2021-01-24 15:00:00,277.04,3.16,14.74,69.38,3.93,2.44,3.92,1.31,1.0,Elmhurst,Queens County,11373
2021-01-24 14:00:00,287.06,1.65,18.51,64.37,4.11,2.78,4.38,1.49,1.0,Elmhurst,Queens County,11373
2021-01-24 13:00:00,287.06,0.12,20.22,62.23,4.11,2.9,4.49,1.52,1.0,Elmhurst,Queens County,11373
2021-01-24 12:00:00,270.37,0.01,16.45,67.23,3.99,2.27,3.52,1.27,1.0,Elmhurst,Queens County,11373
2021-01-24 11:00:00,250.34,0.0,11.48,72.96,3.82,1.2,1.98,0.88,1.0,Elmhurst,Queens County,11373
2021-01-24 10:00:00,247.0,0.0,10.45,73.67,3.7,1.0,1.7,0.8,1.0,Elmhurst,Queens County,11373
2021-01-24 09:00:00,247.0,0.0,10.28,72.24,3.64,0.97,1.66,0.79,1.0,Elmhurst,Queens County,11373
2021-01-24 08:00:00,247.0,0.0,10.11,70.1,3.58,0.95,1.62,0.77,1.0,Elmhurst,Queens County,11373
2021-01-24 07:00:00,250.34,0.01,10.28,67.23,3.61,0.95,1.62,0.76,1.0,Elmhurst,Queens County,11373
2021-01-24 06:00:00,250.34,0.01,10.63,64.37,3.61,0.96,1.63,0.76,1.0,Elmhurst,Queens County,11373
2021-01-24 05:00:00,257.02,0.01,11.65,62.23,3.55,1.16,1.95,0.83,1.0,Elmhurst,Queens County,11373
2021-01-24 04:00:00,267.03,0.02,14.22,59.37,3.43,1.85,2.97,1.08,1.0,Elmhurst,Queens County,11373
2021-01-24 03:00:00,273.71,0.02,15.59,57.94,3.31,2.21,3.5,1.2,1.0,Elmhurst,Queens County,11373
2021-01-24 02:00:00,277.04,0.03,16.79,57.22,3.43,2.41,3.78,1.28,1.0,Elmhurst,Queens County,11373
2021-01-24 01:00:00,283.72,0.03,18.51,55.79,3.61,2.63,4.07,1.39,1.0,Elmhurst,Queens County,11373
2021-01-24 00:00:00,277.04,0.03,18.34,57.22,3.58,2.28,3.54,1.3,1.0,Elmhurst,Queens County,11373
2021-01-23 23:00:00,267.03,0.02,16.11,60.08,3.37,1.64,2.63,1.06,1.0,Elmhurst,Queens County,11373
2021-01-23 22:00:00,257.02,0.3,13.71,63.66,3.16,1.3,2.14,0.9,1.0,Elmhurst,Queens County,11373
2021-01-23 21:00:00,250.34,1.4,10.88,67.95,3.07,1.2,1.96,0.8,1.0,Elmhurst,Queens County,11373
2021-01-23 20:00:00,247.0,2.1,8.57,70.1,2.89,1.09,1.78,0.71,1.0,Elmhurst,Queens County,11373
2021-01-23 19:00:00,243.66,2.18,6.94,70.81,2.59,0.92,1.53,0.61,1.0,Elmhurst,Queens County,11373
2021-01-23 18:00:00,240.33,2.1,6.34,67.23,2.56,0.81,1.39,0.57,1.0,Elmhurst,Queens County,11373
2021-01-23 17:00:00,240.33,1.96,7.37,60.8,2.8,0.86,1.5,0.63,1.0,Elmhurst,Queens County,11373
2021-01-23 16:00:00,250.34,1.51,9.77,57.22,3.1,1.08,1.83,0.74,1.0,Elmhurst,Queens County,11373
2021-01-23 15:00:00,287.06,1.84,17.31,50.07,4.71,2.34,3.63,1.24,1.0,Elmhurst,Queens County,11373
2021-01-23 14:00:00,310.42,1.58,23.65,43.63,5.72,3.4,5.17,1.71,1.0,Elmhurst,Queens County,11373
2021-01-23 13:00:00,313.76,0.27,27.42,38.98,6.14,3.8,5.72,1.93,1.0,Elmhurst,Queens County,11373
2021-01-23 12:00:00,290.39,0.09,22.62,43.27,5.96,2.94,4.47,1.65,1.0,Elmhurst,Queens County,11373
2021-01-23 11:00:00,260.35,0.03,16.11,49.35,5.54,1.57,2.55,1.14,1.0,Elmhurst,Queens County,11373
2021-01-23 10:00:00,253.68,0.02,14.4,51.5,5.25,1.35,2.22,1.05,1.0,Elmhurst,Queens County,11373
2021-01-23 09:00:00,250.34,0.02,13.88,53.64,4.95,1.3,2.16,1.03,1.0,Elmhurst,Queens County,11373
2021-01-23 08:00:00,250.34,0.01,13.02,55.08,4.59,1.19,2.06,1.0,1.0,Elmhurst,Queens County,11373
2021-01-23 07:00:00,257.02,0.01,14.22,52.93,4.59,1.37,2.44,1.09,1.0,Elmhurst,Queens County,11373
2021-01-23 06:00:00,303.75,0.08,25.02,36.84,6.5,3.05,5.21,1.81,1.0,Elmhurst,Queens County,11373
2021-01-23 05:00:00,390.53,1.84,42.5,12.34,8.58,6.97,10.99,3.17,2.0,Elmhurst,Queens County,11373
2021-01-23 04:00:00,480.65,9.84,51.41,1.59,8.58,12.04,18.09,3.9,2.0,Elmhurst,Queens County,11373
2021-01-23 03:00:00,514.03,13.19,54.84,0.83,8.35,13.93,20.51,3.74,2.0,Elmhurst,Queens County,11373
2021-01-23 02:00:00,514.03,11.29,58.26,1.21,9.18,13.64,19.64,4.05,2.0,Elmhurst,Queens County,11373
2021-01-23 01:00:00,494.0,7.49,60.32,3.0,10.37,12.03,17.1,4.18,2.0,Elmhurst,Queens County,11373
2021-01-23 00:00:00,460.63,4.41,59.63,6.08,11.44,9.69,13.77,3.86,2.0,Elmhurst,Queens County,11373
2021-01-22 23:00:00,417.23,2.1,55.52,11.62,12.04,7.42,10.66,3.26,2.0,Elmhurst,Queens County,11373
2021-01-22 22:00:00,373.84,1.73,46.61,22.89,11.56,5.64,8.18,2.66,2.0,Elmhurst,Queens County,11373
2021-01-22 21:00:00,340.46,3.91,35.64,35.76,10.73,4.53,6.63,2.19,1.0,Elmhurst,Queens County,11373
2021-01-22 20:00:00,320.44,4.3,28.45,43.99,9.42,3.76,5.58,1.84,1.0,Elmhurst,Queens County,11373
2021-01-22 19:00:00,297.07,3.19,22.62,50.78,7.63,2.98,4.47,1.44,1.0,Elmhurst,Queens County,11373
2021-01-22 18:00:00,297.07,3.74,20.74,54.36,7.33,3.26,4.74,1.33,1.0,Elmhurst,Queens County,11373
2021-01-22 17:00:00,313.76,6.04,22.62,52.93,8.58,4.88,6.71,1.6,1.0,Elmhurst,Queens County,11373
2021-01-22 16:00:00,357.15,9.72,28.45,47.21,10.25,7.93,10.56,2.22,1.0,Elmhurst,Queens County,11373
2021-01-22 15:00:00,547.41,30.85,50.04,21.1,17.88,19.54,25.8,5.13,2.0,Elmhurst,Queens County,11373
2021-01-22 14:00:00,614.17,33.53,60.32,8.23,17.64,23.34,30.38,5.57,3.0,Elmhurst,Queens County,11373
2021-01-22 13:00:00,594.14,22.8,67.17,0.63,17.17,23.48,30.19,5.38,3.0,Elmhurst,Queens County,11373
2021-01-22 12:00:00,494.0,7.26,61.69,3.89,16.21,18.73,23.82,4.43,2.0,Elmhurst,Queens County,11373
