datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,City,State,Zipcode
2021-01-09 20:00:00,1428.6,116.23,126.12,24.32,19.79,89.75,110.29,14.82,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 19:00:00,1441.96,146.63,93.22,12.88,12.99,67.12,88.76,17.99,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 18:00:00,1348.5,146.63,70.6,7.33,8.82,55.89,75.94,16.47,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 17:00:00,1214.98,128.75,60.32,3.4,6.26,49.69,66.77,13.3,4.0,South Los Angeles,Los Angeles County,90011
2021-01-09 16:00:00,1001.36,96.56,54.15,0.44,3.93,41.75,56.17,9.12,4.0,South Los Angeles,Los Angeles County,90011
2021-01-09 15:00:00,781.06,67.95,47.98,0.0,2.89,32.1,45.58,5.95,4.0,South Los Angeles,Los Angeles County,90011
2021-01-09 14:00:00,560.76,35.76,45.24,0.0,3.43,22.07,33.72,4.02,3.0,South Los Angeles,Los Angeles County,90011
2021-01-09 13:00:00,534.06,29.5,47.98,0.01,4.35,22.11,34.52,4.37,3.0,South Los Angeles,Los Angeles County,90011
2021-01-09 12:00:00,567.44,33.98,49.35,0.0,4.77,25.82,39.95,4.75,4.0,South Los Angeles,Los Angeles County,90011
2021-01-09 11:00:00,640.87,42.02,52.78,0.0,4.59,31.78,47.79,4.88,4.0,South Los Angeles,Los Angeles County,90011
2021-01-09 10:00:00,834.47,60.8,64.43,0.0,4.65,44.23,63.98,5.89,4.0,South Los Angeles,Los Angeles County,90011
2021-01-09 09:00:00,1174.93,99.24,83.63,0.0,5.6,64.23,91.03,9.63,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 08:00:00,1602.17,148.42,104.19,0.0,6.74,89.54,125.09,16.21,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 07:00:00,1949.31,180.6,126.12,0.0,7.09,114.47,154.86,20.77,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 06:00:00,2189.64,196.7,152.17,0.0,7.87,139.01,180.32,22.04,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 05:00:00,2296.45,209.21,169.99,0.0,9.18,148.94,187.63,22.29,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 04:00:00,2189.64,207.42,160.4,0.0,9.42,129.16,161.72,19.51,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 03:00:00,2136.23,198.48,163.14,0.0,10.13,117.9,146.08,16.47,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 02:00:00,2243.04,169.87,213.86,0.0,16.45,154.53,184.46,14.06,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 01:00:00,2136.23,97.45,279.67,3.89,31.95,206.72,237.99,7.98,5.0,South Los Angeles,Los Angeles County,90011
2021-01-09 00:00:00,2082.82,46.49,339.99,41.49,58.65,263.24,293.79,2.01,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 23:00:00,2002.72,43.81,337.24,87.26,75.34,274.26,301.74,0.98,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 22:00:00,1682.28,46.05,271.44,98.71,69.62,219.44,241.99,1.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 21:00:00,1482.01,59.9,208.38,69.38,52.45,165.02,185.93,2.03,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 20:00:00,1321.79,79.57,150.8,40.05,39.1,112.12,131.1,4.56,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 19:00:00,1281.74,108.18,104.19,19.49,27.18,74.79,92.95,7.41,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 18:00:00,2750.4,357.63,100.08,4.07,8.46,120.06,158.18,20.52,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 17:00:00,2510.07,332.59,90.48,1.77,8.23,105.13,142.11,22.8,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 16:00:00,1869.2,232.46,89.11,0.22,10.73,79.3,109.81,20.77,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 15:00:00,1228.33,132.32,85.0,0.0,14.31,53.54,74.85,14.57,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 14:00:00,881.2,80.47,81.57,0.0,16.69,38.44,54.52,9.37,4.0,South Los Angeles,Los Angeles County,90011
2021-01-08 13:00:00,854.49,75.1,81.57,0.0,16.93,38.42,54.3,8.23,4.0,South Los Angeles,Los Angeles County,90011
2021-01-08 12:00:00,894.55,78.68,78.83,0.0,13.83,40.59,57.47,7.35,4.0,South Los Angeles,Los Angeles County,90011
2021-01-08 11:00:00,947.95,84.04,76.08,0.0,10.73,42.29,60.46,6.33,4.0,South Los Angeles,Los Angeles County,90011
2021-01-08 10:00:00,1094.82,101.92,72.66,0.0,7.03,48.83,70.25,5.64,4.0,South Los Angeles,Los Angeles County,90011
2021-01-08 09:00:00,1428.6,143.05,80.88,0.0,4.41,64.33,91.27,5.7,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 08:00:00,1949.31,212.79,101.45,0.0,4.05,92.65,127.62,7.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 07:00:00,2563.48,296.83,120.64,0.0,3.93,127.32,171.12,9.37,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 06:00:00,3177.64,389.81,139.83,0.0,4.17,161.58,213.1,10.89,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 05:00:00,3738.4,472.07,160.4,0.0,5.07,186.94,242.89,12.92,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 04:00:00,3898.62,500.68,168.62,0.0,6.74,182.41,236.18,16.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 03:00:00,3471.37,436.31,163.14,0.0,9.54,149.31,194.01,20.77,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 02:00:00,2696.99,314.71,154.91,0.0,12.88,110.65,145.6,20.01,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 01:00:00,2002.72,196.7,152.17,0.41,16.69,85.56,114.33,15.07,5.0,South Los Angeles,Los Angeles County,90011
2021-01-08 00:00:00,1762.39,146.63,159.03,3.58,20.98,83.87,110.72,12.03,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 23:00:00,1842.5,153.78,168.62,8.76,25.51,95.99,122.53,12.41,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 22:00:00,1762.39,153.78,161.77,11.18,28.85,92.81,116.32,13.93,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 21:00:00,1735.69,169.87,138.46,10.46,26.23,84.35,107.99,17.99,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 20:00:00,1949.31,223.52,119.27,7.06,21.46,84.39,113.1,25.08,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 19:00:00,2136.23,264.65,108.3,4.25,15.97,85.65,117.3,29.13,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 18:00:00,2323.15,296.83,98.71,2.08,11.33,90.81,124.51,30.65,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 17:00:00,2109.53,268.22,89.11,0.75,8.82,83.16,115.84,26.85,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 16:00:00,1602.17,189.54,74.71,0.08,7.15,65.97,93.56,19.25,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 15:00:00,1081.47,111.76,59.63,0.0,7.03,47.58,68.58,12.03,4.0,South Los Angeles,Los Angeles County,90011
2021-01-07 14:00:00,807.76,71.53,52.09,0.0,7.33,38.55,56.04,7.47,4.0,South Los Angeles,Los Angeles County,90011
2021-01-07 13:00:00,894.55,76.89,56.21,0.0,7.51,46.58,65.28,6.78,4.0,South Los Angeles,Los Angeles County,90011
2021-01-07 12:00:00,1054.76,92.98,64.43,0.0,6.97,58.81,79.92,6.08,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 11:00:00,1214.98,107.29,74.71,0.0,6.02,70.94,94.79,5.07,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 10:00:00,1482.01,135.9,87.74,0.0,5.13,89.92,118.47,4.43,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 09:00:00,1922.61,193.12,104.19,0.0,4.59,118.86,156.24,5.19,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 08:00:00,2536.77,275.37,126.12,0.0,4.89,159.87,209.1,8.49,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 07:00:00,3097.53,354.05,148.06,0.0,5.42,197.81,257.9,13.3,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 06:00:00,3524.78,422.0,165.88,0.0,6.56,218.6,284.35,16.21,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 05:00:00,3738.4,457.76,171.36,0.0,8.58,209.88,271.77,18.24,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 04:00:00,3524.78,432.73,163.14,0.0,10.61,177.29,228.79,19.25,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 03:00:00,2910.61,350.48,149.43,0.0,12.64,136.89,175.77,18.75,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 02:00:00,2082.82,219.94,138.46,0.0,16.45,97.92,126.59,16.47,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 01:00:00,1308.44,89.41,141.2,1.05,27.9,74.29,95.65,9.75,5.0,South Los Angeles,Los Angeles County,90011
2021-01-07 00:00:00,934.6,20.79,159.03,23.25,46.73,80.72,97.75,4.43,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 23:00:00,1094.82,29.95,186.44,59.37,60.08,114.86,131.21,4.12,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 22:00:00,1214.98,43.36,200.15,76.53,63.9,129.02,144.62,5.51,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 21:00:00,1815.8,132.32,211.12,34.33,41.01,141.46,165.68,16.72,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 20:00:00,2216.34,214.58,191.93,19.31,31.47,131.82,162.64,27.87,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 19:00:00,2510.07,296.83,165.88,10.91,25.75,119.26,152.21,37.49,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 18:00:00,2777.1,364.78,137.09,5.45,21.94,114.88,147.15,44.58,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 17:00:00,2323.15,307.56,108.3,2.35,18.36,91.17,120.19,37.49,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 16:00:00,1642.23,202.06,89.11,0.3,15.5,64.72,88.23,26.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 15:00:00,1028.06,104.61,77.46,0.0,13.83,41.37,58.51,15.71,4.0,South Los Angeles,Los Angeles County,90011
2021-01-06 14:00:00,707.63,55.88,67.86,0.0,12.04,28.5,42.82,9.63,4.0,South Los Angeles,Los Angeles County,90011
2021-01-06 13:00:00,700.95,55.43,61.69,0.0,10.01,29.6,46.35,8.99,4.0,South Los Angeles,Los Angeles County,90011
2021-01-06 12:00:00,761.03,65.27,60.32,0.0,8.7,33.08,52.73,9.37,4.0,South Los Angeles,Los Angeles County,90011
2021-01-06 11:00:00,841.14,75.1,65.12,0.0,7.87,37.35,59.27,9.5,4.0,South Los Angeles,Los Angeles County,90011
2021-01-06 10:00:00,1054.76,101.92,74.03,0.0,7.51,49.44,75.36,11.02,4.0,South Los Angeles,Los Angeles County,90011
2021-01-06 09:00:00,1468.66,155.57,87.74,0.0,7.87,74.56,107.07,14.95,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 08:00:00,2056.12,232.46,106.93,0.0,8.23,112.83,154.7,20.52,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 07:00:00,2590.18,296.83,127.49,0.0,7.75,153.47,202.83,22.29,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 06:00:00,2964.02,332.59,150.8,0.0,6.8,188.14,240.01,16.72,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 05:00:00,3044.13,332.59,175.48,0.0,7.63,205.82,252.51,11.4,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 04:00:00,2616.88,261.07,191.93,0.0,15.14,180.57,216.0,9.63,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 03:00:00,2269.75,207.42,197.41,0.0,24.8,158.45,186.43,10.39,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 02:00:00,2349.85,212.79,205.64,0.0,24.56,166.43,195.17,12.54,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 01:00:00,2243.04,184.18,211.12,0.35,28.85,171.53,199.73,13.17,5.0,South Los Angeles,Los Angeles County,90011
2021-01-06 00:00:00,2082.82,144.84,224.83,3.4,32.9,182.82,209.81,10.64,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 23:00:00,1922.61,114.44,233.05,12.52,40.53,195.09,219.78,7.6,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 22:00:00,1455.31,68.84,200.15,32.19,50.55,173.86,191.9,3.26,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 21:00:00,1001.36,36.66,141.2,49.35,48.64,131.42,143.42,0.74,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 20:00:00,894.55,35.32,111.04,39.7,38.15,109.82,120.73,0.52,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 19:00:00,934.6,47.83,94.59,23.6,30.99,99.06,110.73,0.41,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 18:00:00,2002.72,223.52,91.85,3.67,7.33,114.96,141.15,9.37,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 17:00:00,1869.2,212.79,85.68,1.79,5.25,102.16,127.58,8.36,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 16:00:00,1495.36,157.36,78.14,0.22,4.47,84.22,106.11,7.6,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 15:00:00,1014.71,87.62,64.43,0.0,3.99,64.5,80.8,5.07,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 14:00:00,727.65,42.47,57.58,0.0,3.64,56.38,68.39,2.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 13:00:00,714.3,33.53,61.01,0.0,3.64,63.44,74.33,1.43,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 12:00:00,761.03,34.42,67.17,0.0,3.82,70.93,81.89,1.25,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 11:00:00,841.14,39.79,76.08,0.0,4.05,77.17,89.49,1.35,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 10:00:00,974.66,51.41,87.05,0.0,4.77,88.84,101.92,1.55,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 09:00:00,1174.93,72.42,95.96,0.0,5.25,101.98,114.54,1.84,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 08:00:00,1415.25,104.61,102.82,0.0,5.6,113.1,127.16,2.34,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 07:00:00,1695.63,141.26,111.04,0.0,6.14,121.45,137.6,3.45,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 06:00:00,2269.75,232.46,122.01,0.0,4.77,142.08,164.36,5.83,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 05:00:00,2563.48,282.53,130.24,0.0,5.6,143.91,170.68,8.36,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 04:00:00,2670.29,307.56,137.09,0.0,7.21,140.37,171.17,11.78,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 03:00:00,2483.37,282.53,138.46,0.0,8.23,122.62,151.55,11.4,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 02:00:00,1815.8,182.39,128.87,0.0,10.01,85.03,104.58,9.75,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 01:00:00,1001.36,59.9,111.04,3.98,15.74,50.24,61.17,6.71,5.0,South Los Angeles,Los Angeles County,90011
2021-01-05 00:00:00,507.36,7.15,62.38,52.93,22.89,34.67,40.13,2.22,4.0,South Los Angeles,Los Angeles County,90011
2021-01-04 23:00:00,540.73,8.94,52.78,77.25,22.65,44.43,49.84,1.41,4.0,South Los Angeles,Los Angeles County,90011
2021-01-04 22:00:00,680.92,11.51,63.06,97.28,28.13,71.71,78.68,0.76,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 21:00:00,961.3,23.25,117.9,92.98,42.92,131.15,142.94,0.43,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 20:00:00,1148.22,44.26,145.32,61.51,49.59,148.23,162.56,0.38,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 19:00:00,1281.74,92.98,134.35,27.9,48.16,129.57,146.26,1.6,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 18:00:00,2002.72,243.19,91.85,5.01,13.95,103.41,130.68,10.64,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 17:00:00,1708.98,205.64,76.08,2.03,10.25,84.53,109.24,10.01,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 16:00:00,1388.55,151.99,73.34,0.2,10.49,70.21,92.11,9.88,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 15:00:00,1401.9,148.42,78.14,0.0,12.88,75.21,100.38,16.47,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 14:00:00,1161.58,109.08,78.14,0.0,12.64,67.77,91.21,12.92,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 13:00:00,1201.63,108.18,83.63,0.0,11.92,74.76,99.23,12.16,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 12:00:00,1268.39,111.76,89.11,0.0,10.61,83.16,108.56,11.53,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 11:00:00,1335.14,116.23,95.96,0.0,9.18,92.63,119.41,10.64,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 10:00:00,1562.12,137.69,111.04,0.0,8.58,116.36,146.25,11.27,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 09:00:00,1949.31,180.6,138.46,0.0,10.13,157.41,192.91,15.71,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 08:00:00,2403.26,227.09,175.48,0.0,12.52,204.68,246.43,22.04,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 07:00:00,2670.29,246.76,197.41,0.0,13.59,238.97,283.77,24.57,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 06:00:00,2616.88,225.31,202.89,0.0,12.64,250.08,291.47,19.51,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 05:00:00,2269.75,168.09,200.15,0.0,11.56,229.29,262.61,12.03,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 04:00:00,1615.52,82.25,178.22,0.0,13.71,175.44,198.44,4.75,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 03:00:00,1028.06,15.2,149.43,0.36,20.98,120.45,135.37,0.36,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 02:00:00,841.14,2.24,126.12,11.98,22.65,92.85,104.8,0.44,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 01:00:00,687.6,0.46,91.85,52.93,23.84,77.92,87.6,0.28,5.0,South Los Angeles,Los Angeles County,90011
2021-01-04 00:00:00,620.84,2.93,65.8,90.12,21.94,73.53,81.94,0.19,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 23:00:00,614.17,5.64,54.84,101.57,18.84,73.86,81.96,0.17,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 22:00:00,640.87,8.05,51.41,100.14,17.41,75.56,84.06,0.14,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 21:00:00,700.95,12.63,58.26,80.11,18.84,79.59,89.17,0.12,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 20:00:00,727.65,18.55,62.38,58.65,19.79,77.0,86.46,0.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 19:00:00,774.38,31.74,67.17,35.76,21.7,74.49,84.27,0.08,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 18:00:00,1441.96,151.99,67.17,5.05,8.82,89.3,107.46,5.19,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 17:00:00,1602.17,178.81,63.06,1.43,6.62,92.24,112.16,6.21,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 16:00:00,1441.96,151.99,61.69,0.12,6.26,85.26,103.97,6.52,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 15:00:00,1134.87,105.5,57.58,0.0,5.48,72.15,87.0,4.37,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 14:00:00,974.66,79.57,54.84,0.0,4.59,63.34,75.38,1.88,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 13:00:00,1041.41,89.41,55.52,0.0,3.99,66.47,78.44,1.39,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 12:00:00,1308.44,132.32,56.21,0.0,3.55,80.33,94.69,1.71,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 11:00:00,1535.42,168.09,61.69,0.0,4.29,90.11,106.67,2.66,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 10:00:00,1789.09,203.85,67.86,0.0,5.42,98.52,118.46,5.13,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 09:00:00,2056.12,243.19,78.83,0.0,7.15,105.66,130.63,10.89,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 08:00:00,2349.85,289.68,94.59,0.0,9.66,114.78,146.2,19.25,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 07:00:00,2616.88,325.44,108.3,0.0,10.97,123.55,160.71,25.59,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 06:00:00,2777.1,343.32,113.79,0.0,10.73,126.12,164.87,26.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 05:00:00,2750.4,336.17,116.53,0.0,10.01,120.67,157.82,23.05,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 04:00:00,2456.67,289.68,115.16,0.0,8.82,102.69,134.5,17.73,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 03:00:00,1922.61,209.21,108.3,0.0,7.57,71.95,95.12,11.02,5.0,South Los Angeles,Los Angeles County,90011
2021-01-03 02:00:00,1281.74,116.23,104.19,0.0,8.35,43.11,58.03,7.6,4.0,South Los Angeles,Los Angeles County,90011
2021-01-03 01:00:00,694.28,29.06,94.59,9.39,12.52,23.65,31.88,4.88,3.0,South Los Angeles,Los Angeles County,90011
2021-01-03 00:00:00,357.15,4.41,44.55,67.95,16.45,13.9,18.02,1.63,2.0,South Los Angeles,Los Angeles County,90011
2021-01-02 23:00:00,360.49,6.37,36.33,79.39,13.47,15.43,19.11,1.46,2.0,South Los Angeles,Los Angeles County,90011
2021-01-02 22:00:00,377.18,7.49,32.9,82.25,11.68,18.44,22.35,1.35,2.0,South Los Angeles,Los Angeles County,90011
2021-01-02 21:00:00,420.57,10.17,35.64,72.24,12.52,24.7,29.63,1.17,3.0,South Los Angeles,Los Angeles County,90011
2021-01-02 20:00:00,453.95,13.64,37.7,58.65,12.88,28.0,33.56,0.98,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 19:00:00,547.41,22.8,43.87,38.27,14.07,33.39,40.42,1.09,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 18:00:00,1041.41,83.15,60.32,10.28,9.06,46.35,58.63,5.51,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 17:00:00,1121.52,95.67,61.01,3.31,5.84,42.92,54.74,6.84,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 16:00:00,1028.06,84.04,59.63,0.27,4.47,37.56,47.64,6.4,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 15:00:00,867.84,63.48,54.15,0.0,4.05,31.07,39.18,4.88,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 14:00:00,714.3,42.47,50.72,0.0,3.87,24.59,31.0,2.85,3.0,South Los Angeles,Los Angeles County,90011
2021-01-02 13:00:00,694.28,41.13,51.41,0.0,3.87,24.07,30.75,2.53,3.0,South Los Angeles,Los Angeles County,90011
2021-01-02 12:00:00,714.3,46.05,51.41,0.0,3.67,25.43,32.87,2.76,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 11:00:00,767.71,54.09,52.09,0.0,3.79,28.66,37.01,3.2,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 10:00:00,947.95,78.68,56.21,0.0,3.58,38.57,49.79,3.96,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 09:00:00,1321.79,130.53,65.12,0.0,3.28,57.58,76.16,6.02,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 08:00:00,1762.39,193.12,80.2,0.0,4.05,81.62,109.82,10.26,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 07:00:00,2109.53,239.61,95.96,0.0,4.77,101.14,136.12,15.07,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 06:00:00,2349.85,268.22,109.67,0.0,5.54,113.71,150.98,17.73,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 05:00:00,2670.29,314.71,130.24,0.0,7.21,125.59,163.78,20.27,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 04:00:00,2830.51,339.75,146.69,0.0,9.54,123.88,159.83,21.79,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 03:00:00,2590.18,311.14,148.06,0.0,12.04,101.08,130.25,19.76,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 02:00:00,1895.9,203.85,137.09,0.0,16.69,66.18,86.62,15.2,5.0,South Los Angeles,Los Angeles County,90011
2021-01-02 01:00:00,1068.12,71.53,127.49,2.33,25.27,36.38,48.35,8.99,4.0,South Los Angeles,Los Angeles County,90011
2021-01-02 00:00:00,540.73,16.09,84.31,45.06,29.8,20.86,27.41,3.96,3.0,South Los Angeles,Los Angeles County,90011
2021-01-01 23:00:00,514.03,18.55,71.97,58.65,24.32,21.0,26.89,3.74,3.0,South Los Angeles,Los Angeles County,90011
2021-01-01 22:00:00,567.44,22.58,76.08,63.66,23.37,27.09,33.03,4.05,4.0,South Los Angeles,Los Angeles County,90011
2021-01-01 21:00:00,1588.82,123.38,168.62,30.04,30.99,97.57,115.65,15.2,5.0,South Los Angeles,Los Angeles County,90011
2021-01-01 20:00:00,2056.12,202.06,165.88,18.06,24.8,106.15,132.2,26.09,5.0,South Los Angeles,Los Angeles County,90011
2021-01-01 19:00:00,2510.07,289.68,153.54,10.82,19.79,111.96,144.78,35.97,5.0,South Los Angeles,Los Angeles County,90011
2021-01-01 18:00:00,2857.21,361.2,134.35,5.72,15.02,118.55,155.55,41.54,5.0,South Los Angeles,Los Angeles County,90011
2021-01-01 17:00:00,2349.85,293.26,108.3,2.77,10.61,93.06,125.9,32.42,5.0,South Los Angeles,Los Angeles County,90011
2021-01-01 16:00:00,1615.52,182.39,85.68,0.4,7.39,63.08,87.8,20.27,5.0,South Los Angeles,Los Angeles County,90011
2021-01-01 15:00:00,961.3,86.73,60.32,0.0,5.42,35.31,50.89,10.01,4.0,South Los Angeles,Los Angeles County,90011
2021-01-01 14:00:00,620.84,38.45,47.3,0.0,4.47,20.31,31.14,4.75,3.0,South Los Angeles,Los Angeles County,90011
2021-01-01 13:00:00,574.11,31.29,46.61,0.01,3.93,18.9,29.46,3.64,2.0,South Los Angeles,Los Angeles County,90011
2021-01-01 12:00:00,600.82,32.63,49.35,0.01,3.76,20.12,31.79,3.61,3.0,South Los Angeles,Los Angeles County,90011
2021-01-01 11:00:00,634.19,35.32,53.47,0.0,3.67,21.66,34.79,3.77,3.0,South Los Angeles,Los Angeles County,90011
2021-01-01 10:00:00,741.01,47.39,59.63,0.0,3.73,26.16,41.53,4.43,4.0,South Los Angeles,Los Angeles County,90011
