Zipcode,Population,Median Age,Transportation (total),Public Transportation,Public Transportation Rate
39365,6785.0,38.9,2498.0,0.0,0.0
39366,1448.0,29.2,437.0,0.0,0.0
39367,14642.0,37.8,5436.0,89.0,1.637233259749816
39401,44176.0,29.4,19033.0,215.0,1.1296169810329428
39402,41274.0,33.1,19958.0,0.0,0.0
39406,2114.0,19.8,682.0,0.0,0.0
39421,2880.0,40.3,1138.0,12.0,1.054481546572935
39422,5286.0,38.7,1814.0,3.0,0.16538037486218302
39423,2667.0,43.6,780.0,0.0,0.0
39425,1559.0,39.0,559.0,0.0,0.0
39426,16057.0,42.3,5527.0,13.0,0.23520897412701286
39427,1696.0,43.6,467.0,0.0,0.0
39428,9349.0,38.2,3415.0,0.0,0.0
39429,17420.0,37.6,5656.0,0.0,0.0
39437,13376.0,36.9,4963.0,46.0,0.926858754785412
39439,4355.0,44.6,1641.0,11.0,0.6703229737964655
39440,20470.0,33.0,7755.0,15.0,0.19342359767891681
39443,21495.0,39.8,8986.0,38.0,0.4228800356109504
39451,7576.0,34.1,1390.0,0.0,0.0
39452,27754.0,37.0,10292.0,63.0,0.6121259230470268
39455,10383.0,39.6,3313.0,7.0,0.2112888620585572
39456,883.0,47.5,369.0,0.0,0.0
39459,4393.0,35.3,1416.0,0.0,0.0
39461,479.0,54.5,81.0,0.0,0.0
39462,1585.0,34.0,412.0,0.0,0.0
39464,2414.0,38.3,857.0,0.0,0.0
39465,21154.0,35.1,8510.0,9.0,0.10575793184488837
39466,28030.0,38.8,10613.0,79.0,0.7443701121266372
39470,12581.0,41.0,4750.0,10.0,0.21052631578947367
39474,5788.0,45.1,1977.0,0.0,0.0
39475,11552.0,37.8,5094.0,12.0,0.23557126030624265
39476,7305.0,40.2,2522.0,0.0,0.0
39477,767.0,47.1,301.0,4.0,1.3289036544850499
39478,2220.0,34.8,767.0,14.0,1.8252933507170794
39479,5331.0,42.5,1825.0,4.0,0.2191780821917808
39480,2944.0,34.4,1247.0,2.0,0.16038492381716118
39481,1864.0,33.3,741.0,0.0,0.0
39482,8893.0,34.8,3601.0,0.0,0.0
39483,6111.0,39.8,2081.0,6.0,0.28832292167227297
39501,21735.0,31.7,8470.0,487.0,5.749704840613932
39503,49448.0,33.9,21254.0,46.0,0.21642984849910604
39507,16303.0,39.9,7399.0,31.0,0.41897553723476144
39520,15655.0,37.9,5828.0,1.0,0.017158544955387784
39525,8275.0,50.2,3493.0,0.0,0.0
39530,7940.0,37.9,3467.0,19.0,0.5480242284395731
39531,18117.0,34.3,8096.0,132.0,1.6304347826086956
39532,34311.0,36.9,16674.0,148.0,0.8876094518411899
39534,2591.0,21.2,2573.0,78.0,3.031480761756704
39540,8866.0,34.4,4248.0,19.0,0.4472693032015066
39553,17148.0,35.1,6876.0,0.0,0.0
39556,7735.0,41.9,3193.0,0.0,0.0
39560,17233.0,37.4,7774.0,37.0,0.4759454592230512
39561,2378.0,30.5,956.0,0.0,0.0
39562,17627.0,41.3,7340.0,0.0,0.0
39563,13734.0,42.9,4946.0,51.0,1.0311362717347352
39564,37760.0,36.7,16638.0,23.0,0.1382377689626157
39565,20067.0,37.8,8163.0,0.0,0.0
39567,10745.0,39.9,4388.0,0.0,0.0
39571,13767.0,42.2,5607.0,0.0,0.0
39572,1557.0,40.4,672.0,0.0,0.0
39573,7980.0,39.4,3126.0,0.0,0.0
39574,12659.0,36.4,5574.0,21.0,0.3767491926803014
39576,5966.0,38.6,2409.0,0.0,0.0
39577,10395.0,41.5,3730.0,30.0,0.8042895442359249
39581,11481.0,32.0,4621.0,17.0,0.3678857390175287
39601,23798.0,36.5,8374.0,26.0,0.3104848340100311
39629,6643.0,42.2,2726.0,0.0,0.0
39630,1032.0,32.8,331.0,0.0,0.0
39631,3352.0,46.4,1138.0,9.0,0.7908611599297012
39633,1242.0,45.3,362.0,0.0,0.0
39635,177.0,61.4,37.0,0.0,0.0
39638,3043.0,44.7,1055.0,20.0,1.8957345971563981
39641,4197.0,44.7,1523.0,0.0,0.0
39643,1184.0,46.1,430.0,0.0,0.0
39645,5704.0,42.1,1755.0,12.0,0.6837606837606838
39647,998.0,37.3,407.0,0.0,0.0
39648,22772.0,35.4,8115.0,116.0,1.4294516327788047
39652,7627.0,36.8,2314.0,30.0,1.296456352636128
39653,2855.0,43.7,1109.0,1.0,0.09017132551848513
39654,5316.0,39.7,2054.0,16.0,0.7789678675754625
39656,967.0,49.5,249.0,0.0,0.0
39657,1483.0,47.0,546.0,0.0,0.0
39661,2810.0,43.0,1074.0,3.0,0.27932960893854747
39662,1244.0,54.5,325.0,0.0,0.0
39663,3107.0,34.7,982.0,20.0,2.0366598778004072
39664,2115.0,42.9,687.0,0.0,0.0
39665,1174.0,44.9,330.0,0.0,0.0
39666,9628.0,37.0,3560.0,0.0,0.0
39667,12518.0,39.5,4711.0,17.0,0.36085756739545743
39668,168.0,61.6,87.0,0.0,0.0
39669,5688.0,34.7,1984.0,0.0,0.0
39701,13162.0,35.8,4655.0,39.0,0.8378088077336198
39702,22953.0,36.4,9093.0,16.0,0.1759595293082591
39705,14037.0,34.6,6408.0,12.0,0.18726591760299627
39730,11407.0,39.7,3648.0,6.0,0.16447368421052633
39735,4003.0,38.5,1465.0,0.0,0.0
39736,280.0,26.0,72.0,0.0,0.0
39737,399.0,51.2,191.0,0.0,0.0
39739,2730.0,36.8,829.0,0.0,0.0
39740,5635.0,38.0,2267.0,0.0,0.0
39741,1295.0,43.6,573.0,6.0,1.0471204188481675
39743,1736.0,37.9,584.0,0.0,0.0
39744,5575.0,43.6,1811.0,0.0,0.0
39745,716.0,46.5,243.0,0.0,0.0
39746,3471.0,38.1,1411.0,26.0,1.8426647767540751
39747,2096.0,48.5,798.0,0.0,0.0
39750,2604.0,38.7,1087.0,6.0,0.5519779208831647
39751,1477.0,36.8,518.0,8.0,1.5444015444015444
39752,2887.0,40.1,1097.0,0.0,0.0
39755,800.0,45.4,340.0,0.0,0.0
39756,2412.0,38.4,832.0,0.0,0.0
39759,42634.0,25.8,17782.0,22.0,0.12372061635361602
39760,0.0,-666666666.0,0.0,0.0,
39762,2728.0,19.6,495.0,30.0,6.0606060606060606
39766,2768.0,40.1,1284.0,0.0,0.0
39767,595.0,52.1,149.0,6.0,4.026845637583893
39769,2091.0,45.5,693.0,0.0,0.0
39771,130.0,29.3,56.0,0.0,0.0
39772,1640.0,47.1,519.0,0.0,0.0
39773,16252.0,39.5,5999.0,0.0,0.0
39776,1581.0,40.3,535.0,0.0,0.0
39813,1824.0,43.1,511.0,0.0,0.0
39815,2096.0,32.0,588.0,0.0,0.0
39817,10724.0,38.7,3889.0,46.0,1.1828233479043455
39819,10626.0,39.9,3918.0,0.0,0.0
39823,8400.0,39.3,3190.0,30.0,0.9404388714733543
39824,385.0,54.2,153.0,5.0,3.2679738562091503
39825,1527.0,28.2,458.0,24.0,5.240174672489083
39826,777.0,40.5,162.0,0.0,0.0
39827,4346.0,35.4,1525.0,0.0,0.0
39828,15261.0,36.5,5094.0,3.0,0.05889281507656066
39834,2248.0,42.8,981.0,0.0,0.0
39836,636.0,37.5,203.0,0.0,0.0
39837,6251.0,42.7,2431.0,9.0,0.3702180172768408
39840,5299.0,38.9,1673.0,43.0,2.5702331141661685
39841,581.0,51.6,159.0,9.0,5.660377358490566
39842,7957.0,39.0,2739.0,31.0,1.1317999269806498
39845,7674.0,45.3,2537.0,12.0,0.4729996058336618
39846,1728.0,40.2,503.0,5.0,0.9940357852882704
39851,2271.0,38.3,538.0,0.0,0.0
39854,2449.0,44.0,685.0,0.0,0.0
39859,1232.0,40.8,502.0,0.0,0.0
39861,1140.0,40.4,336.0,0.0,0.0
39862,1285.0,46.3,509.0,17.0,3.3398821218074657
39866,2879.0,35.1,1168.0,395.0,33.81849315068493
39867,371.0,48.2,70.0,0.0,0.0
39870,2423.0,41.3,879.0,1.0,0.11376564277588168
39877,407.0,52.5,131.0,0.0,0.0
39885,146.0,27.5,48.0,0.0,0.0
39886,1607.0,42.9,547.0,4.0,0.7312614259597806
39897,3490.0,43.7,1172.0,8.0,0.6825938566552902
40003,2510.0,34.8,1085.0,0.0,0.0
40004,29228.0,35.8,12514.0,0.0,0.0
40006,4679.0,38.6,1805.0,0.0,0.0
40007,251.0,13.9,85.0,0.0,0.0
40008,3786.0,38.6,1735.0,0.0,0.0
40009,1546.0,35.8,661.0,0.0,0.0
40010,495.0,41.8,225.0,0.0,0.0
40011,2226.0,40.2,1119.0,0.0,0.0
40012,459.0,37.7,215.0,0.0,0.0
40013,5389.0,42.9,2493.0,0.0,0.0
40014,20317.0,39.9,10307.0,66.0,0.6403415154749199
40019,3891.0,36.2,1489.0,0.0,0.0
40020,112.0,44.5,62.0,0.0,0.0
40022,826.0,48.0,365.0,0.0,0.0
40023,4598.0,40.9,2545.0,13.0,0.5108055009823183
40025,58.0,74.5,18.0,0.0,0.0
40026,5747.0,36.8,3123.0,31.0,0.9926352865834134
40031,23358.0,39.3,8771.0,20.0,0.22802417056207958
40033,12581.0,38.8,5031.0,9.0,0.17889087656529518
40036,237.0,27.8,45.0,0.0,0.0
40037,2745.0,40.1,1094.0,0.0,0.0
40040,473.0,46.2,237.0,0.0,0.0
40041,277.0,81.2,22.0,11.0,50.0
40045,3489.0,44.6,1479.0,0.0,0.0
40046,1881.0,36.6,921.0,0.0,0.0
40047,19820.0,37.8,9873.0,30.0,0.3038590094196293
40048,111.0,78.8,0.0,0.0,
40049,109.0,85.4,8.0,0.0,0.0
40050,1828.0,36.5,568.0,13.0,2.288732394366197
40051,4445.0,38.7,1762.0,0.0,0.0
40052,520.0,38.6,213.0,0.0,0.0
40055,2040.0,45.7,999.0,0.0,0.0
40056,3527.0,42.5,1651.0,5.0,0.30284675953967294
40057,3336.0,43.3,1579.0,0.0,0.0
40058,104.0,66.3,19.0,0.0,0.0
40059,17785.0,44.3,8607.0,17.0,0.19751365167886603
40060,1174.0,42.5,491.0,9.0,1.8329938900203666
40062,385.0,49.2,179.0,0.0,0.0
40063,663.0,30.5,0.0,0.0,
40065,28933.0,37.5,13318.0,9.0,0.06757771437152725
40067,5353.0,38.9,2317.0,0.0,0.0
40068,1961.0,50.0,1074.0,0.0,0.0
40069,8475.0,40.3,3628.0,54.0,1.4884233737596473
40070,383.0,41.8,200.0,0.0,0.0
40071,14636.0,40.8,6921.0,3.0,0.043346337234503686
40075,1298.0,42.6,511.0,0.0,0.0
40076,2182.0,49.6,1092.0,0.0,0.0
40077,377.0,55.8,267.0,0.0,0.0
40078,2322.0,42.2,1000.0,0.0,0.0
40104,1267.0,48.8,427.0,0.0,0.0
40107,2033.0,44.4,1033.0,0.0,0.0
40108,11566.0,39.6,4671.0,35.0,0.74930421751231
40109,2424.0,38.6,957.0,0.0,0.0
40110,12.0,-666666666.0,6.0,0.0,0.0
40111,1662.0,44.9,600.0,8.0,1.3333333333333333
40115,686.0,45.3,221.0,0.0,0.0
40117,2081.0,42.8,922.0,7.0,0.7592190889370932
40118,9767.0,37.2,3987.0,10.0,0.2508151492350138
40119,1580.0,54.9,549.0,0.0,0.0
40121,10271.0,22.6,5077.0,0.0,0.0
40140,514.0,30.3,237.0,0.0,0.0
40142,2691.0,36.6,991.0,0.0,0.0
40143,6515.0,41.6,2650.0,0.0,0.0
40144,1779.0,42.1,711.0,19.0,2.6722925457102673
40145,786.0,30.1,228.0,0.0,0.0
40146,4353.0,36.8,1532.0,13.0,0.8485639686684073
40150,3839.0,43.8,1880.0,0.0,0.0
40152,380.0,64.8,75.0,0.0,0.0
40155,1173.0,33.3,367.0,0.0,0.0
40157,638.0,45.7,263.0,0.0,0.0
40160,23689.0,32.9,10252.0,0.0,0.0
40161,184.0,22.9,81.0,0.0,0.0
40162,6245.0,40.0,2905.0,14.0,0.4819277108433735
40165,33626.0,39.3,15992.0,75.0,0.46898449224612304
40170,275.0,68.5,61.0,0.0,0.0
40171,236.0,53.7,79.0,0.0,0.0
40175,13961.0,40.1,6372.0,67.0,1.051475204017577
40176,1126.0,35.3,357.0,0.0,0.0
40177,1388.0,33.6,586.0,0.0,0.0
40178,654.0,28.3,216.0,0.0,0.0
40202,6468.0,36.3,1530.0,194.0,12.679738562091503
40203,18347.0,33.1,5372.0,1063.0,19.787788533134773
40204,14229.0,36.2,8375.0,303.0,3.617910447761194
40205,24068.0,42.6,13104.0,139.0,1.0607448107448108
40206,19277.0,39.1,10498.0,512.0,4.877119451324062
40207,30237.0,41.1,15691.0,139.0,0.8858581352367599
40208,15480.0,23.4,7329.0,567.0,7.736389684813753
40209,485.0,27.7,174.0,0.0,0.0
40210,15250.0,30.9,4609.0,675.0,14.645259275330874
40211,23622.0,34.3,7932.0,1337.0,16.855774079677257
40212,17308.0,36.6,5534.0,557.0,10.0650524033249
40213,15834.0,35.5,7337.0,146.0,1.9899141338421698
40214,45756.0,37.8,20242.0,595.0,2.9394328623653787
40215,22342.0,32.1,7970.0,571.0,7.164366373902133
40216,40844.0,39.2,17481.0,487.0,2.785881814541502
40217,13077.0,38.3,6419.0,133.0,2.0719738276990185
40218,30193.0,34.7,14250.0,379.0,2.6596491228070174
40219,39651.0,35.9,17680.0,293.0,1.657239819004525
40220,33941.0,39.2,17065.0,322.0,1.8869030178728392
40222,21221.0,44.5,10700.0,180.0,1.6822429906542056
40223,21491.0,42.9,10778.0,152.0,1.410280200408239
40228,16008.0,40.1,7788.0,48.0,0.6163328197226502
40229,36536.0,35.6,17259.0,56.0,0.3244683933020453
40231,0.0,-666666666.0,0.0,0.0,
40241,29907.0,40.6,15298.0,153.0,1.0001307360439273
40242,11334.0,40.7,5868.0,54.0,0.9202453987730062
40243,10569.0,44.4,5025.0,45.0,0.8955223880597015
40245,31941.0,39.2,16199.0,41.0,0.2531020433360084
40258,27222.0,39.2,12614.0,185.0,1.4666243856032979
40272,38758.0,37.8,17408.0,152.0,0.8731617647058824
40280,536.0,23.3,338.0,0.0,0.0
40291,35110.0,39.2,17877.0,107.0,0.5985344297141578
40299,38952.0,39.7,20211.0,117.0,0.5788926822027609
40310,626.0,40.6,224.0,0.0,0.0
40311,7296.0,40.8,3096.0,0.0,0.0
40312,6435.0,38.0,1679.0,0.0,0.0
40313,3665.0,31.1,1414.0,24.0,1.6973125884016973
40316,334.0,24.9,109.0,0.0,0.0
40322,3131.0,41.5,946.0,10.0,1.0570824524312896
40324,43689.0,35.2,21638.0,24.0,0.11091598114428321
40328,965.0,40.1,507.0,10.0,1.9723865877712032
40330,18747.0,42.8,7442.0,0.0,0.0
40334,91.0,23.2,27.0,0.0,0.0
40336,13071.0,42.3,4122.0,0.0,0.0
40337,5396.0,38.1,1747.0,0.0,0.0
40339,0.0,-666666666.0,0.0,0.0,
40342,21426.0,39.0,10096.0,0.0,0.0
40346,947.0,32.3,341.0,48.0,14.07624633431085
40347,2873.0,37.7,1468.0,0.0,0.0
40348,735.0,44.6,279.0,0.0,0.0
40350,124.0,59.4,50.0,0.0,0.0
40351,19839.0,32.8,7968.0,68.0,0.8534136546184738
40353,21228.0,38.5,8538.0,6.0,0.07027406886858749
40356,41361.0,37.3,18754.0,37.0,0.1972912445344993
40358,699.0,45.7,275.0,8.0,2.909090909090909
40359,6665.0,41.6,2753.0,6.0,0.21794406102433708
40360,6749.0,36.4,2303.0,0.0,0.0
40361,18110.0,41.1,7806.0,20.0,0.25621316935690497
40363,0.0,-666666666.0,0.0,0.0,
40370,2309.0,39.8,1075.0,0.0,0.0
40371,2934.0,44.3,866.0,0.0,0.0
40372,2387.0,45.6,1329.0,0.0,0.0
40374,1914.0,47.1,591.0,0.0,0.0
40376,0.0,-666666666.0,0.0,0.0,
40379,3320.0,40.0,1641.0,0.0,0.0
40380,6117.0,40.5,1965.0,19.0,0.9669211195928753
40383,22168.0,42.5,11036.0,35.0,0.31714389271475174
40385,2510.0,39.7,1170.0,57.0,4.871794871794871
40387,1981.0,46.9,657.0,0.0,0.0
40390,7636.0,30.7,3133.0,18.0,0.5745292052345994
40391,35351.0,40.9,15300.0,63.0,0.4117647058823529
40402,2257.0,46.8,796.0,0.0,0.0
40403,24369.0,36.6,10186.0,28.0,0.2748870999410956
40404,734.0,20.1,469.0,0.0,0.0
40409,3922.0,45.1,1413.0,0.0,0.0
40419,4584.0,36.5,1445.0,10.0,0.6920415224913494
40422,24762.0,40.9,10134.0,17.0,0.1677521215709493
40434,88.0,32.8,56.0,0.0,0.0
40437,5498.0,38.7,2013.0,0.0,0.0
40440,2318.0,33.8,769.0,0.0,0.0
40442,1327.0,42.7,478.0,0.0,0.0
40444,13948.0,41.8,5731.0,49.0,0.8549991275519107
40445,814.0,45.5,246.0,0.0,0.0
40447,7959.0,43.1,2411.0,85.0,3.5255080879303193
40448,0.0,-666666666.0,0.0,0.0,
40456,9614.0,40.9,3528.0,14.0,0.3968253968253968
40460,923.0,43.9,261.0,0.0,0.0
40461,3132.0,33.7,1551.0,0.0,0.0
40464,921.0,48.2,381.0,0.0,0.0
40468,2095.0,41.5,715.0,0.0,0.0
40472,1514.0,49.8,438.0,0.0,0.0
40475,58341.0,33.0,26403.0,70.0,0.2651213877210923
40481,351.0,28.6,121.0,0.0,0.0
40484,11013.0,40.0,4521.0,10.0,0.22119000221190002
40486,2788.0,27.6,733.0,12.0,1.6371077762619373
40489,3933.0,44.0,1325.0,0.0,0.0
40502,26660.0,38.4,13667.0,223.0,1.631667520304383
40503,28100.0,38.4,14916.0,334.0,2.2392062215071062
40504,26123.0,31.6,13165.0,537.0,4.078997341435625
40505,26783.0,38.6,11407.0,413.0,3.620583852020689
40506,2242.0,19.0,585.0,8.0,1.3675213675213675
40507,1691.0,43.3,950.0,78.0,8.210526315789474
40508,25868.0,22.8,11855.0,355.0,2.994517081400253
40509,34463.0,34.5,18105.0,301.0,1.6625241645954156
40510,2291.0,33.9,431.0,4.0,0.9280742459396751
40511,31135.0,33.4,14189.0,127.0,0.8950595531749947
40513,11200.0,43.2,6042.0,0.0,0.0
40514,14773.0,37.5,8273.0,28.0,0.3384503807566783
40515,34933.0,35.2,19211.0,78.0,0.4060173858726771
40516,2883.0,41.4,1433.0,0.0,0.0
40517,36147.0,31.2,18457.0,336.0,1.820447526683643
40601,50239.0,40.3,21821.0,267.0,1.2235919527061088
40604,370.0,38.9,0.0,0.0,
40701,28250.0,40.8,9601.0,89.0,0.926986772211228
40729,6156.0,37.9,2043.0,0.0,0.0
40734,3534.0,39.1,952.0,12.0,1.2605042016806722
40737,1246.0,37.7,444.0,0.0,0.0
40740,3531.0,32.1,1260.0,0.0,0.0
40741,22812.0,37.4,8453.0,19.0,0.22477227019992901
40743,254.0,45.4,142.0,0.0,0.0
40744,17804.0,38.6,6432.0,8.0,0.12437810945273632
40759,3264.0,29.8,1178.0,41.0,3.480475382003396
40763,601.0,34.3,108.0,0.0,0.0
40769,17447.0,38.3,5924.0,35.0,0.5908170155300473
40771,1309.0,36.7,372.0,0.0,0.0
40801,573.0,46.0,66.0,0.0,0.0
40806,2492.0,40.6,845.0,0.0,0.0
40807,374.0,52.2,152.0,0.0,0.0
40808,40.0,34.0,27.0,0.0,0.0
40810,1463.0,40.4,392.0,4.0,1.0204081632653061
40813,636.0,48.5,180.0,2.0,1.1111111111111112
40815,1439.0,42.7,367.0,16.0,4.359673024523161
40816,15.0,-666666666.0,0.0,0.0,
40818,64.0,59.8,33.0,0.0,0.0
40819,631.0,47.3,239.0,0.0,0.0
40820,395.0,34.6,116.0,0.0,0.0
40823,4045.0,42.9,1004.0,0.0,0.0
40824,624.0,48.5,184.0,0.0,0.0
40826,824.0,27.3,206.0,7.0,3.3980582524271843
40827,854.0,41.2,235.0,0.0,0.0
40828,3598.0,38.9,798.0,13.0,1.6290726817042607
40829,303.0,38.5,86.0,0.0,0.0
40830,345.0,36.5,85.0,0.0,0.0
40831,5398.0,38.7,1586.0,13.0,0.819672131147541
40840,177.0,42.9,25.0,0.0,0.0
40843,315.0,43.2,26.0,0.0,0.0
40844,55.0,53.7,11.0,0.0,0.0
40845,593.0,52.0,125.0,0.0,0.0
40847,259.0,33.3,50.0,0.0,0.0
40849,375.0,30.8,86.0,0.0,0.0
40854,1029.0,35.1,352.0,0.0,0.0
40855,841.0,46.6,215.0,8.0,3.7209302325581395
40856,738.0,48.8,235.0,6.0,2.5531914893617023
40858,284.0,54.5,50.0,0.0,0.0
40862,680.0,54.8,263.0,0.0,0.0
40863,567.0,43.6,107.0,0.0,0.0
40865,452.0,43.4,161.0,0.0,0.0
40868,1322.0,31.9,299.0,0.0,0.0
40870,346.0,43.9,148.0,16.0,10.81081081081081
40873,2499.0,33.6,634.0,4.0,0.6309148264984227
40874,478.0,40.9,161.0,0.0,0.0
40902,1186.0,35.7,300.0,0.0,0.0
40903,540.0,53.8,100.0,0.0,0.0
40906,11730.0,38.5,3332.0,32.0,0.9603841536614646
40913,277.0,35.9,61.0,0.0,0.0
40914,401.0,37.2,144.0,0.0,0.0
40915,1087.0,35.2,350.0,0.0,0.0
40921,350.0,38.7,107.0,4.0,3.7383177570093458
40923,979.0,27.4,170.0,0.0,0.0
40927,219.0,34.9,64.0,0.0,0.0
40935,2916.0,39.5,801.0,0.0,0.0
40939,158.0,60.2,32.0,0.0,0.0
40940,678.0,34.4,156.0,0.0,0.0
40941,133.0,41.0,39.0,0.0,0.0
40943,750.0,46.4,207.0,0.0,0.0
40946,165.0,54.0,59.0,0.0,0.0
40949,559.0,43.2,213.0,0.0,0.0
40953,992.0,29.9,366.0,0.0,0.0
40958,524.0,54.5,64.0,0.0,0.0
40962,18611.0,39.0,4813.0,20.0,0.415541242468315
40964,212.0,50.5,10.0,0.0,0.0
40965,13732.0,40.9,3945.0,0.0,0.0
40972,1202.0,38.5,340.0,0.0,0.0
40977,9718.0,40.6,3030.0,0.0,0.0
40979,254.0,14.8,57.0,0.0,0.0
40982,453.0,38.0,109.0,0.0,0.0
40983,761.0,22.5,35.0,0.0,0.0
40988,541.0,42.6,156.0,0.0,0.0
40995,29.0,44.3,5.0,0.0,0.0
40997,422.0,24.4,55.0,0.0,0.0
41001,16566.0,38.1,8058.0,61.0,0.7570116654256639
41002,2397.0,42.3,852.0,0.0,0.0
41003,2620.0,40.9,1019.0,0.0,0.0
41004,4402.0,36.0,1686.0,0.0,0.0
41005,24310.0,35.5,11714.0,139.0,1.1866143076660407
41006,4235.0,42.4,1775.0,40.0,2.2535211267605635
41007,4057.0,40.7,1960.0,3.0,0.15306122448979592
41008,7282.0,36.1,2717.0,0.0,0.0
41010,4054.0,33.9,1538.0,0.0,0.0
41011,25068.0,36.8,11481.0,708.0,6.1667102168800625
41014,7484.0,33.6,3085.0,189.0,6.126418152350081
41015,20465.0,41.2,9442.0,198.0,2.097013344630375
41016,6090.0,36.0,2853.0,48.0,1.6824395373291272
41017,39886.0,38.2,20009.0,184.0,0.9195861862162027
41018,27622.0,34.6,13603.0,207.0,1.5217231493053003
41030,6010.0,34.0,2458.0,0.0,0.0
41031,15642.0,42.1,6325.0,0.0,0.0
41033,2046.0,37.0,1034.0,0.0,0.0
41034,1181.0,38.8,656.0,0.0,0.0
41035,10688.0,36.7,4578.0,3.0,0.0655307994757536
41039,2738.0,40.6,1068.0,0.0,0.0
41040,7516.0,41.0,3195.0,20.0,0.6259780907668232
41041,7508.0,41.0,3027.0,0.0,0.0
41042,50807.0,36.7,24895.0,248.0,0.9961839726852781
41043,1855.0,42.3,895.0,0.0,0.0
41044,988.0,44.4,374.0,0.0,0.0
41045,1667.0,34.8,651.0,0.0,0.0
41046,1616.0,24.7,568.0,0.0,0.0
41048,15156.0,34.3,7822.0,20.0,0.25568908207619534
41049,1912.0,39.2,745.0,24.0,3.221476510067114
41051,28419.0,32.9,13621.0,108.0,0.7928933264811688
41052,45.0,-666666666.0,45.0,0.0,0.0
41055,2046.0,37.4,771.0,0.0,0.0
41056,13737.0,41.8,5672.0,44.0,0.7757404795486601
41059,2484.0,43.5,1402.0,13.0,0.927246790299572
41062,62.0,34.4,15.0,0.0,0.0
41063,2920.0,46.7,1237.0,0.0,0.0
41064,1812.0,47.9,634.0,0.0,0.0
41071,21009.0,34.4,10056.0,424.0,4.216388225934765
41073,5817.0,39.1,3006.0,107.0,3.5595475715236193
41074,5498.0,33.9,2306.0,100.0,4.336513443191674
41075,16404.0,39.3,8502.0,132.0,1.55257586450247
41076,17611.0,38.0,8790.0,96.0,1.0921501706484642
41080,1669.0,48.1,945.0,0.0,0.0
41083,1094.0,41.4,524.0,0.0,0.0
41085,852.0,28.4,243.0,0.0,0.0
41086,2733.0,43.4,1218.0,0.0,0.0
41091,17423.0,35.8,8142.0,80.0,0.9825595676737903
41092,3474.0,37.0,1586.0,0.0,0.0
41093,3043.0,39.6,1161.0,0.0,0.0
41094,14308.0,34.8,6939.0,52.0,0.7493875198155354
41095,3151.0,46.4,1311.0,3.0,0.2288329519450801
41097,7355.0,38.1,2622.0,0.0,0.0
41098,2068.0,48.4,784.0,0.0,0.0
41099,870.0,20.0,451.0,31.0,6.873614190687362
41101,19074.0,40.7,7124.0,6.0,0.08422234699606962
41102,21413.0,42.6,7452.0,10.0,0.13419216317767044
41121,1552.0,44.2,684.0,8.0,1.1695906432748537
41124,1382.0,29.3,439.0,9.0,2.050113895216401
41129,9914.0,43.5,3738.0,0.0,0.0
41132,330.0,51.3,61.0,0.0,0.0
41135,160.0,47.0,66.0,0.0,0.0
41139,8176.0,44.2,2889.0,0.0,0.0
41141,2170.0,42.2,516.0,0.0,0.0
41142,64.0,10.5,11.0,0.0,0.0
41143,14987.0,37.7,5433.0,55.0,1.0123320449107307
41144,10739.0,41.6,3728.0,0.0,0.0
41146,324.0,48.3,70.0,0.0,0.0
41149,640.0,50.9,113.0,0.0,0.0
41159,320.0,55.5,64.0,0.0,0.0
41164,13123.0,42.1,4832.0,0.0,0.0
41166,815.0,38.4,262.0,0.0,0.0
41168,2736.0,41.2,1210.0,0.0,0.0
41169,5503.0,42.5,2208.0,34.0,1.539855072463768
41171,4702.0,40.2,1130.0,9.0,0.7964601769911505
41174,1106.0,39.7,274.0,0.0,0.0
41175,5615.0,41.7,2004.0,8.0,0.3992015968063872
41179,7531.0,40.9,2218.0,30.0,1.3525698827772767
41180,938.0,55.3,203.0,0.0,0.0
41183,1421.0,42.7,490.0,0.0,0.0
41189,2526.0,38.6,885.0,29.0,3.2768361581920904
41201,390.0,33.1,103.0,0.0,0.0
41203,629.0,45.2,128.0,0.0,0.0
41204,721.0,34.2,263.0,0.0,0.0
41214,569.0,48.4,58.0,0.0,0.0
41216,1363.0,36.8,472.0,0.0,0.0
41219,2039.0,39.1,550.0,10.0,1.8181818181818181
41222,2294.0,47.2,777.0,7.0,0.9009009009009009
41224,6318.0,40.7,1229.0,3.0,0.24410089503661514
41226,251.0,51.5,21.0,0.0,0.0
41230,11856.0,40.1,4076.0,0.0,0.0
41231,806.0,35.8,176.0,9.0,5.113636363636363
41232,830.0,40.2,288.0,0.0,0.0
41234,263.0,59.4,91.0,0.0,0.0
41238,908.0,36.8,287.0,0.0,0.0
41240,7699.0,40.2,2145.0,0.0,0.0
41250,1312.0,26.8,355.0,0.0,0.0
41254,514.0,31.0,165.0,0.0,0.0
41255,1105.0,37.6,383.0,14.0,3.6553524804177546
41256,2250.0,46.1,759.0,0.0,0.0
41257,285.0,42.0,60.0,0.0,0.0
41260,717.0,41.0,138.0,0.0,0.0
41262,1703.0,29.3,222.0,0.0,0.0
41263,304.0,51.3,82.0,0.0,0.0
29142,5043.0,42.1,1671.0,3.0,0.17953321364452424
29145,717.0,54.5,298.0,0.0,0.0
29146,1520.0,47.7,537.0,0.0,0.0
29147,0.0,-666666666.0,0.0,0.0,
29148,7239.0,49.3,2328.0,1.0,0.0429553264604811
29150,41866.0,34.5,16515.0,114.0,0.6902815622161671
