Zipcode,Population,Median Age,Transportation (total),Public Transportation,Public Transportation Rate
59833,5269.0,46.4,2681.0,0.0,0.0
59834,2054.0,38.3,907.0,0.0,0.0
59837,407.0,46.7,204.0,0.0,0.0
59840,13446.0,49.1,5425.0,5.0,0.09216589861751152
59841,999.0,20.0,378.0,0.0,0.0
59842,108.0,55.2,23.0,0.0,0.0
59843,317.0,49.6,121.0,0.0,0.0
59844,752.0,49.8,231.0,0.0,0.0
59845,1178.0,53.1,392.0,4.0,1.0204081632653061
59846,1112.0,58.2,595.0,0.0,0.0
59847,5394.0,39.5,3053.0,0.0,0.0
59848,158.0,46.8,57.0,0.0,0.0
59851,215.0,31.0,90.0,0.0,0.0
59853,759.0,47.6,246.0,0.0,0.0
59854,233.0,57.1,110.0,0.0,0.0
59855,1284.0,25.2,300.0,12.0,4.0
59856,387.0,53.4,107.0,4.0,3.7383177570093458
59858,1291.0,57.6,415.0,0.0,0.0
59859,2990.0,52.9,1157.0,7.0,0.6050129645635264
59860,10271.0,44.4,4089.0,11.0,0.2690144289557349
59863,77.0,60.6,27.0,0.0,0.0
59864,6567.0,37.6,2540.0,5.0,0.1968503937007874
59865,3286.0,35.7,1369.0,29.0,2.118334550766983
59866,1012.0,54.1,378.0,0.0,0.0
59867,11.0,-666666666.0,5.0,0.0,0.0
59868,1609.0,54.2,581.0,0.0,0.0
59870,10321.0,45.2,4246.0,5.0,0.11775788977861516
59871,222.0,50.7,114.0,0.0,0.0
59872,2245.0,54.4,757.0,0.0,0.0
59873,3667.0,50.2,1189.0,0.0,0.0
59874,959.0,57.1,356.0,7.0,1.9662921348314606
59875,3708.0,44.6,1417.0,0.0,0.0
59901,49792.0,39.5,22950.0,100.0,0.4357298474945534
59910,505.0,61.7,186.0,0.0,0.0
59911,7677.0,51.9,3141.0,9.0,0.28653295128939826
59912,14110.0,41.9,6457.0,62.0,0.960198234474214
59913,576.0,49.3,291.0,0.0,0.0
59914,168.0,60.8,62.0,0.0,0.0
59915,567.0,39.1,130.0,0.0,0.0
59916,76.0,58.2,29.0,0.0,0.0
59917,4313.0,47.3,1768.0,45.0,2.5452488687782804
59918,752.0,45.7,249.0,7.0,2.8112449799196786
59919,898.0,43.7,236.0,0.0,0.0
59920,1936.0,45.7,885.0,11.0,1.2429378531073447
59922,2541.0,50.3,872.0,10.0,1.146788990825688
59923,9608.0,49.9,3607.0,7.0,0.19406709176601053
59925,1393.0,48.3,547.0,0.0,0.0
59926,468.0,37.1,200.0,0.0,0.0
59927,318.0,46.4,163.0,0.0,0.0
59928,132.0,65.1,31.0,0.0,0.0
59929,294.0,43.1,101.0,10.0,9.900990099009901
59930,703.0,58.1,250.0,0.0,0.0
59931,257.0,53.0,113.0,0.0,0.0
59932,1606.0,40.5,841.0,0.0,0.0
59933,75.0,51.9,28.0,0.0,0.0
59934,616.0,36.5,134.0,0.0,0.0
59935,3388.0,56.1,1022.0,0.0,0.0
59936,507.0,36.5,248.0,0.0,0.0
59937,12752.0,43.2,5887.0,7.0,0.11890606420927467
60002,24305.0,41.0,11861.0,339.0,2.858106399123177
60004,50222.0,42.2,25728.0,1431.0,5.562033582089552
60005,30462.0,40.9,14835.0,1100.0,7.41489720256151
60007,33830.0,43.4,17744.0,678.0,3.821009918845807
60008,22402.0,36.6,11131.0,364.0,3.2701464378762015
60010,44416.0,46.5,20097.0,1386.0,6.896551724137931
60012,11313.0,43.9,5905.0,328.0,5.554614733276884
60013,26241.0,39.9,13628.0,679.0,4.982389198708542
60014,48379.0,38.9,24835.0,778.0,3.1326756593517215
60015,27373.0,42.7,13295.0,1255.0,9.439638962015795
60016,61369.0,39.7,30897.0,2057.0,6.657604298151925
60018,29027.0,38.2,14186.0,721.0,5.082475680248132
60020,10246.0,37.3,4897.0,91.0,1.8582805799469062
60021,5724.0,37.4,2974.0,110.0,3.6987222595830533
60022,8383.0,43.2,3509.0,689.0,19.63522371045882
60025,39263.0,43.9,18352.0,1760.0,9.59023539668701
60026,13775.0,45.4,5993.0,737.0,12.297680627398632
60029,478.0,40.3,207.0,40.0,19.32367149758454
60030,36563.0,40.0,18554.0,710.0,3.826668103912903
60031,37920.0,38.8,19315.0,534.0,2.7646906549314005
60033,13686.0,31.1,5934.0,213.0,3.58948432760364
60034,1795.0,47.3,897.0,21.0,2.3411371237458196
60035,29837.0,45.7,13388.0,1500.0,11.204063340304751
60040,5400.0,36.3,2630.0,185.0,7.034220532319392
60041,8655.0,42.4,4086.0,127.0,3.108174253548703
60042,8556.0,35.6,4473.0,60.0,1.341381623071764
60043,2648.0,42.7,938.0,272.0,28.997867803837952
60044,9683.0,42.7,4684.0,334.0,7.13065755764304
60045,20516.0,46.5,8153.0,867.0,10.634122408929228
60046,34859.0,38.5,16612.0,429.0,2.5824705032506623
60047,42221.0,42.0,21792.0,809.0,3.7123715124816448
60048,29284.0,45.1,14155.0,759.0,5.362062875309078
60050,32253.0,39.4,15683.0,323.0,2.059554932092074
60051,24787.0,39.0,12915.0,159.0,1.2311265969802556
60053,23424.0,45.4,10736.0,868.0,8.0849478390462
60056,55617.0,39.8,28150.0,1816.0,6.451154529307282
60060,37947.0,36.6,19142.0,602.0,3.14491693657925
60061,26144.0,38.1,13588.0,468.0,3.4442154842508095
60062,40211.0,47.6,17550.0,1792.0,10.21082621082621
60064,15898.0,28.6,5392.0,188.0,3.486646884272997
60067,38303.0,42.1,19487.0,1042.0,5.347154513265254
60068,37511.0,45.4,17688.0,1944.0,10.990502035278155
60069,8301.0,51.2,3312.0,138.0,4.166666666666667
60070,16033.0,37.0,7594.0,192.0,2.528311825125099
60071,3482.0,46.1,1903.0,5.0,0.2627430373095113
60072,881.0,40.5,389.0,4.0,1.0282776349614395
60073,60970.0,31.9,29226.0,901.0,3.0828714158625883
60074,39010.0,34.5,19462.0,727.0,3.7354845339636213
60076,32764.0,43.0,15460.0,1616.0,10.452781371280725
60077,27822.0,42.2,12527.0,1069.0,8.533567494212502
60081,9963.0,42.7,4457.0,129.0,2.8943235360107695
60083,10382.0,40.7,5228.0,136.0,2.6013771996939554
60084,15867.0,38.5,8025.0,130.0,1.6199376947040498
60085,71112.0,30.0,30700.0,876.0,2.8534201954397393
60087,26374.0,34.7,12662.0,313.0,2.471963354920234
60088,13417.0,21.4,10637.0,0.0,0.0
60089,41584.0,42.8,22584.0,1248.0,5.526036131774708
60090,37912.0,36.3,20734.0,554.0,2.6719398090093565
60091,27345.0,43.8,11623.0,2507.0,21.56930224554762
60093,19385.0,44.3,7956.0,1746.0,21.945701357466064
60096,6910.0,42.7,3590.0,37.0,1.0306406685236769
60097,10883.0,36.0,5072.0,79.0,1.5575709779179812
60098,32329.0,38.7,15862.0,526.0,3.3161013743538015
60099,31717.0,33.6,13802.0,240.0,1.7388784234168961
60101,39709.0,33.9,17978.0,653.0,3.6322171542996995
60102,32670.0,40.1,16914.0,533.0,3.1512356627645737
60103,42426.0,38.3,22121.0,1030.0,4.656209032141404
60104,19081.0,36.8,8548.0,869.0,10.16612072999532
60106,20150.0,35.0,10096.0,410.0,4.061014263074485
60107,41155.0,35.4,21514.0,865.0,4.020637724272567
60108,23105.0,44.0,11929.0,347.0,2.9088775253583705
60109,560.0,41.8,323.0,7.0,2.1671826625387
60110,39204.0,30.6,18328.0,295.0,1.6095591444783937
60111,263.0,62.2,114.0,0.0,0.0
60112,4652.0,28.1,2172.0,9.0,0.4143646408839779
60113,363.0,31.7,189.0,0.0,0.0
60115,46492.0,23.9,21249.0,1079.0,5.077886018165561
60118,15442.0,42.8,8284.0,156.0,1.883148237566393
60119,10380.0,40.3,5083.0,101.0,1.9870155420027542
60120,50154.0,31.4,23157.0,391.0,1.6884743274171956
60123,49054.0,33.9,22521.0,659.0,2.926157808267839
60124,20447.0,39.1,10419.0,251.0,2.4090603704770133
60126,46823.0,39.9,21346.0,2023.0,9.477185421156188
60129,164.0,44.2,91.0,0.0,0.0
60130,14202.0,39.3,7795.0,1779.0,22.822322001282874
60131,18103.0,38.2,9248.0,295.0,3.189878892733564
60133,38377.0,33.3,18527.0,664.0,3.5839585469854804
60134,29290.0,40.6,14120.0,939.0,6.65014164305949
60135,7102.0,40.5,3498.0,14.0,0.40022870211549455
60136,7276.0,32.5,3885.0,125.0,3.2175032175032174
60137,38418.0,41.1,18344.0,1662.0,9.060183166157872
60139,35000.0,32.9,17735.0,394.0,2.221595714688469
60140,14509.0,36.6,7400.0,188.0,2.5405405405405403
60141,157.0,69.7,4.0,4.0,100.0
60142,27077.0,44.8,11038.0,201.0,1.8209820619677477
60143,10198.0,42.1,5357.0,297.0,5.544147843942505
60144,79.0,40.6,41.0,0.0,0.0
60145,2506.0,37.1,1362.0,7.0,0.5139500734214391
60146,2814.0,37.9,1304.0,0.0,0.0
60148,52833.0,40.5,27847.0,1219.0,4.377491291701081
60150,1509.0,35.7,672.0,0.0,0.0
60151,4333.0,41.7,2131.0,7.0,0.328484279680901
60152,12825.0,40.5,5639.0,34.0,0.6029437843589289
60153,24157.0,35.3,9238.0,750.0,8.118640398354621
60154,16839.0,47.2,7764.0,425.0,5.473982483256053
60155,7947.0,43.1,3553.0,264.0,7.430340557275541
60156,28842.0,36.1,14897.0,261.0,1.7520306101899712
60157,2020.0,44.4,1044.0,101.0,9.67432950191571
60160,25590.0,31.1,11354.0,484.0,4.262814867007222
60162,8139.0,38.7,3677.0,205.0,5.575197171607289
60163,5219.0,36.9,2475.0,100.0,4.040404040404041
60164,22287.0,34.7,10572.0,254.0,2.4025728339008703
60165,4959.0,28.8,1932.0,93.0,4.813664596273292
60169,34154.0,33.8,18264.0,361.0,1.9765659220324134
60171,10305.0,39.6,5179.0,398.0,7.6848812512067965
60172,24695.0,39.0,13164.0,573.0,4.35278030993619
60173,12108.0,31.3,7586.0,346.0,4.5610334827313475
60174,31437.0,42.6,16504.0,571.0,3.4597673291323314
60175,26068.0,40.6,12129.0,464.0,3.825542089207684
60176,11842.0,37.9,5863.0,303.0,5.168002728978339
60177,22810.0,36.0,11639.0,223.0,1.9159721625569206
60178,22054.0,37.9,11521.0,17.0,0.14755663570870584
60180,1520.0,48.9,606.0,0.0,0.0
60181,28898.0,36.6,14620.0,591.0,4.042407660738714
60184,2424.0,47.3,1309.0,62.0,4.736440030557677
60185,36259.0,33.8,17554.0,432.0,2.4609775549732253
60187,28544.0,36.0,13436.0,1000.0,7.442691277165824
60188,42614.0,37.9,23938.0,734.0,3.066254490767817
60189,31631.0,41.0,16379.0,1181.0,7.2104524085719515
60190,10614.0,43.9,5440.0,248.0,4.5588235294117645
60191,14389.0,40.5,6973.0,235.0,3.370141976193891
60192,16637.0,41.3,8970.0,379.0,4.225195094760312
60193,40210.0,41.2,20978.0,1125.0,5.362760987701401
60194,19596.0,37.9,9671.0,348.0,3.598386929996898
60195,4294.0,30.7,2766.0,139.0,5.02530730296457
60201,42722.0,30.7,18718.0,3785.0,20.221177476226092
60202,32560.0,38.1,16835.0,3887.0,23.08880308880309
60203,4460.0,43.5,2121.0,330.0,15.558698727015559
60301,2174.0,44.8,1227.0,289.0,23.553382233088836
60302,32137.0,40.1,16507.0,3858.0,23.371902829102805
60304,17677.0,37.6,8854.0,2108.0,23.80844815902417
60305,11211.0,42.4,4986.0,1004.0,20.136381869233855
60401,7788.0,45.7,3167.0,85.0,2.6839280075781495
60402,64256.0,34.5,28757.0,2937.0,10.213165490141531
60403,19039.0,37.4,8094.0,165.0,2.038547071905115
60404,17872.0,38.5,8405.0,121.0,1.4396192742415228
60406,25679.0,33.5,10340.0,1051.0,10.164410058027078
60407,1826.0,35.0,757.0,2.0,0.26420079260237783
60408,5467.0,41.1,2488.0,19.0,0.7636655948553055
60409,37463.0,35.3,14725.0,1516.0,10.29541595925297
60410,12726.0,34.3,6170.0,43.0,0.6969205834683955
60411,58923.0,32.8,21704.0,1456.0,6.708440840398083
60415,14358.0,32.9,6608.0,354.0,5.357142857142857
60416,9165.0,34.2,4174.0,29.0,0.6947771921418304
60417,15662.0,45.8,7167.0,312.0,4.353285893679364
60419,22816.0,35.9,8628.0,1291.0,14.962911451089477
60420,6513.0,40.7,2172.0,9.0,0.4143646408839779
60421,4027.0,41.1,1743.0,12.0,0.6884681583476764
60422,9132.0,46.3,4080.0,586.0,14.362745098039216
60423,30269.0,40.5,14396.0,867.0,6.022506251736593
60424,2322.0,39.4,997.0,0.0,0.0
60425,9093.0,42.6,3422.0,270.0,7.8901227352425485
60426,28801.0,34.8,8458.0,831.0,9.825017734689052
60428,12711.0,36.7,4085.0,339.0,8.298653610771114
60429,15746.0,38.0,5796.0,449.0,7.74672187715666
60430,20565.0,41.8,9891.0,1548.0,15.650591446769791
60431,22337.0,34.7,11362.0,262.0,2.3059320542158073
60432,21243.0,29.5,8135.0,159.0,1.9545175169022742
60433,17117.0,35.0,6878.0,204.0,2.9659784821168946
60435,48429.0,36.1,22557.0,566.0,2.5091989182958727
60436,19155.0,31.6,7304.0,105.0,1.4375684556407449
60437,164.0,45.5,49.0,0.0,0.0
60438,28943.0,40.8,13381.0,917.0,6.853000523129811
60439,23209.0,41.9,11438.0,596.0,5.2107011715334846
60440,53762.0,33.3,25696.0,696.0,2.708592777085928
60441,35762.0,36.0,17179.0,572.0,3.3296466616217475
60442,9814.0,34.6,4844.0,272.0,5.615194054500413
60443,21283.0,40.3,9622.0,827.0,8.594886717938058
60444,1890.0,36.0,884.0,0.0,0.0
60445,26122.0,39.7,12301.0,680.0,5.528005853182668
60446,39976.0,31.9,18304.0,607.0,3.316215034965035
60447,13928.0,33.6,6679.0,151.0,2.2608174876478513
60448,24929.0,40.5,12922.0,858.0,6.639839034205232
60449,9327.0,38.7,4646.0,303.0,6.521739130434782
60450,20522.0,40.5,9518.0,92.0,0.9665896196679975
60451,34611.0,37.4,17428.0,1189.0,6.822354831305945
60452,28191.0,39.6,14242.0,1074.0,7.541075691616346
60453,57012.0,42.0,25541.0,1822.0,7.133628283935633
60455,16560.0,37.8,6516.0,168.0,2.578268876611418
60456,4358.0,41.1,1947.0,125.0,6.420133538777606
60457,14117.0,36.9,6417.0,261.0,4.0673211781206176
60458,14437.0,31.5,6612.0,375.0,5.671506352087114
60459,29087.0,37.2,12564.0,754.0,6.001273479783508
60460,1372.0,43.6,659.0,0.0,0.0
60461,4896.0,53.4,2098.0,397.0,18.92278360343184
60462,39041.0,45.2,19682.0,1298.0,6.5948582461131995
60463,14347.0,51.8,5888.0,428.0,7.269021739130435
60464,9512.0,53.2,4042.0,277.0,6.853043047996041
60465,17610.0,43.4,8527.0,367.0,4.303975606895743
60466,22702.0,35.7,9027.0,1098.0,12.163509471585245
60467,27314.0,44.7,12586.0,898.0,7.134911806769426
60468,5829.0,40.6,2959.0,68.0,2.2980736735383576
60469,5934.0,33.6,2188.0,31.0,1.416819012797075
60470,580.0,43.3,267.0,0.0,0.0
60471,14019.0,38.8,6531.0,634.0,9.707548614301025
60472,5252.0,43.7,1623.0,147.0,9.057301293900185
60473,22507.0,42.2,9452.0,762.0,8.061785865425307
60474,827.0,37.6,359.0,18.0,5.013927576601671
60475,9697.0,37.1,4148.0,131.0,3.158148505303761
60476,2826.0,42.5,1182.0,45.0,3.8071065989847717
60477,38370.0,39.3,19384.0,1745.0,9.002269913330583
60478,17106.0,39.8,6933.0,681.0,9.822587624405019
60479,728.0,40.2,303.0,0.0,0.0
60480,5190.0,46.3,2622.0,119.0,4.538520213577422
60481,11986.0,45.3,5034.0,58.0,1.152165276122368
60482,11040.0,36.6,5236.0,381.0,7.276546982429335
60484,6735.0,28.2,2478.0,333.0,13.438256658595641
60487,26993.0,37.6,13889.0,955.0,6.87594499244006
60490,20346.0,35.9,10294.0,589.0,5.721779677482028
60491,22635.0,44.3,11393.0,567.0,4.976740103572369
60501,11971.0,30.2,4934.0,257.0,5.208755573571139
60502,23099.0,35.6,12408.0,1240.0,9.993552546744036
60503,17192.0,32.4,8174.0,693.0,8.478101296794716
60504,37173.0,32.7,19908.0,1103.0,5.540486236688769
60505,74553.0,28.3,31325.0,650.0,2.075019952114924
60506,56384.0,33.8,24367.0,617.0,2.5321131037879097
60510,29115.0,41.0,14134.0,425.0,3.0069336352058866
60511,1530.0,44.9,753.0,3.0,0.398406374501992
60512,2000.0,42.4,1045.0,0.0,0.0
60513,19039.0,38.2,9622.0,720.0,7.482851797963002
60514,10187.0,40.2,4652.0,774.0,16.638005159071366
60515,28811.0,42.0,13570.0,1763.0,12.991893883566691
60516,27565.0,44.1,14477.0,1315.0,9.083373627132692
60517,32533.0,37.1,17947.0,796.0,4.435281662673427
60518,3753.0,43.3,1730.0,0.0,0.0
60519,41.0,18.5,25.0,0.0,0.0
60520,2827.0,39.8,1341.0,0.0,0.0
60521,17678.0,41.8,6881.0,1214.0,17.642784479000145
60523,9916.0,57.9,4062.0,76.0,1.8709995076317085
60525,31675.0,43.2,13937.0,1576.0,11.308028987586999
60526,13613.0,41.2,6256.0,712.0,11.381074168797953
60527,28372.0,43.4,13748.0,576.0,4.189700320046552
60530,556.0,48.2,292.0,10.0,3.4246575342465753
60531,1708.0,44.6,794.0,0.0,0.0
60532,27235.0,37.1,14638.0,1166.0,7.965569066812406
60534,10650.0,35.9,5033.0,325.0,6.4573812835287105
60536,111.0,42.7,65.0,0.0,0.0
60537,663.0,34.8,284.0,0.0,0.0
60538,26862.0,32.7,13113.0,328.0,2.5013345534965303
60539,328.0,56.3,22.0,0.0,0.0
60540,43514.0,39.7,20839.0,1888.0,9.059935697490282
60541,3297.0,40.2,1618.0,2.0,0.12360939431396786
60542,17107.0,36.7,8812.0,212.0,2.4058102587380845
60543,37767.0,35.8,19272.0,731.0,3.7930676629306768
60544,25210.0,36.3,11364.0,228.0,2.0063357972544877
60545,13271.0,32.2,6054.0,16.0,0.26428807400066073
60546,15959.0,41.8,7433.0,954.0,12.834656262612674
60548,12170.0,40.7,6044.0,3.0,0.04963600264725347
60549,935.0,32.6,361.0,0.0,0.0
60550,1544.0,35.1,626.0,0.0,0.0
60551,4796.0,38.2,1901.0,8.0,0.4208311415044713
60552,4465.0,44.4,2162.0,39.0,1.8038852913968548
60553,864.0,38.4,380.0,0.0,0.0
60554,11691.0,41.8,6193.0,93.0,1.5016954626190862
60555,13533.0,38.0,7573.0,305.0,4.027465997623135
60556,1815.0,35.8,874.0,3.0,0.34324942791762014
60557,26.0,-666666666.0,0.0,0.0,
60558,13066.0,42.4,5723.0,1147.0,20.04193604752752
60559,24752.0,39.9,12196.0,896.0,7.346671039685143
60560,22598.0,34.7,11513.0,111.0,0.964127508034396
60561,23155.0,46.4,11186.0,400.0,3.5758984444841766
60563,36554.0,36.0,18523.0,1976.0,10.667818387950117
60564,41832.0,38.1,19824.0,1469.0,7.410209846650525
60565,40411.0,41.2,20567.0,1790.0,8.703262507901007
60585,23290.0,35.9,11935.0,373.0,3.1252618349392542
60586,47081.0,31.0,23128.0,616.0,2.6634382566585955
60601,10894.0,37.7,6972.0,1292.0,18.53126792885829
60602,1429.0,25.9,912.0,82.0,8.991228070175438
60603,1002.0,26.5,605.0,76.0,12.561983471074381
60604,419.0,52.4,243.0,30.0,12.345679012345679
60605,25938.0,33.3,16271.0,4741.0,29.13772970315285
60606,2840.0,30.7,2309.0,401.0,17.366825465569512
60607,25927.0,30.3,16039.0,4006.0,24.97661948999314
60608,78952.0,31.3,31148.0,8646.0,27.757801463978424
60609,62405.0,30.7,21943.0,5054.0,23.032402132798616
60610,38482.0,33.7,23686.0,7876.0,33.25170987080976
60611,30648.0,37.6,18694.0,3804.0,20.348775008023964
60612,35598.0,30.8,13819.0,4073.0,29.47391272885158
60613,49292.0,31.6,33881.0,15457.0,45.621439744989814
60614,68573.0,30.0,43705.0,18344.0,41.972314380505665
60615,41141.0,32.9,18293.0,6347.0,34.696331930246544
60616,49914.0,36.1,24417.0,6139.0,25.142318876192817
60617,82685.0,36.4,28244.0,5408.0,19.14742954255771
60618,96230.0,33.3,51273.0,12883.0,25.126284789265306
60619,64245.0,39.4,22349.0,6735.0,30.135576535862903
60620,71907.0,38.6,22640.0,7568.0,33.42756183745583
60621,32619.0,31.5,7700.0,3093.0,40.16883116883117
60622,54607.0,31.2,33634.0,10931.0,32.49985134090504
60623,87836.0,28.1,29257.0,5922.0,20.241309772020372
60624,39706.0,27.8,9341.0,2991.0,32.02012632480462
60625,78586.0,33.4,42491.0,14289.0,33.628297757172106
60626,49237.0,34.2,25770.0,10743.0,41.68800931315483
60628,69921.0,38.1,21437.0,5460.0,25.46998180715585
60629,115013.0,29.8,42694.0,7191.0,16.84311612873003
60630,56978.0,38.7,27681.0,5102.0,18.43141505003432
60631,27995.0,44.5,13244.0,1427.0,10.774690425853217
60632,91357.0,30.4,36047.0,6493.0,18.01259466807224
60633,13065.0,37.6,4958.0,664.0,13.392496974586527
60634,73119.0,38.8,34858.0,4022.0,11.5382408629296
60636,40164.0,32.8,10631.0,3375.0,31.746778289906874
60637,48851.0,30.7,15495.0,4752.0,30.667957405614715
60638,56812.0,37.5,26412.0,3203.0,12.127063456004846
60639,92339.0,30.7,37472.0,6240.0,16.652433817250213
60640,64599.0,37.8,36602.0,16050.0,43.85006283809628
60641,72460.0,35.7,35963.0,7878.0,21.90584767677891
60642,19404.0,31.5,12759.0,4236.0,33.200094051257935
60643,50957.0,43.4,19933.0,4188.0,21.010384789043297
60644,49615.0,31.5,14180.0,5219.0,36.80535966149506
60645,46290.0,35.7,19311.0,3906.0,20.226813733105484
60646,28367.0,43.8,12609.0,1511.0,11.983503846458879
60647,87339.0,31.6,47118.0,14803.0,31.41686828812768
60649,45201.0,38.1,16854.0,5840.0,34.65052806455441
60651,60938.0,32.7,20246.0,4840.0,23.905956732194014
60652,42337.0,35.4,18447.0,2411.0,13.069875860573536
60653,31038.0,35.9,10650.0,3354.0,31.492957746478872
60654,16244.0,32.5,12081.0,1951.0,16.149325386971277
60655,28022.0,37.9,13399.0,1085.0,8.097619225315322
60656,28895.0,40.0,13840.0,1379.0,9.963872832369942
60657,69444.0,30.4,49149.0,23980.0,48.79041282630369
60659,38788.0,33.9,17900.0,2692.0,15.039106145251397
60660,41380.0,36.8,22191.0,9650.0,43.48609796764454
60661,8838.0,30.8,6626.0,1365.0,20.600664050709327
60706,23259.0,46.7,10468.0,644.0,6.1520825372564
60707,42958.0,38.9,19558.0,2078.0,10.624808262603539
60712,12653.0,46.7,5661.0,365.0,6.447624094682919
60714,30091.0,49.0,12798.0,865.0,6.758868573214564
60803,22991.0,33.8,10664.0,973.0,9.124156039009753
60804,84481.0,28.6,33763.0,3821.0,11.317122293635045
60805,19924.0,39.4,9145.0,1096.0,11.984691088026244
60827,28772.0,31.4,9947.0,1680.0,16.889514426460238
60901,36519.0,35.8,14283.0,362.0,2.534481551494784
60910,454.0,35.4,173.0,0.0,0.0
60911,1569.0,35.7,800.0,0.0,0.0
60912,649.0,32.1,230.0,0.0,0.0
60913,1295.0,53.7,618.0,0.0,0.0
60914,29196.0,33.5,13234.0,155.0,1.1712256309505817
60915,10318.0,35.2,4998.0,13.0,0.2601040416166467
60917,634.0,32.7,288.0,0.0,0.0
60918,860.0,50.4,422.0,0.0,0.0
60919,611.0,36.6,267.0,0.0,0.0
60920,172.0,30.8,81.0,0.0,0.0
60921,1325.0,41.8,490.0,7.0,1.4285714285714286
60922,2364.0,41.1,989.0,0.0,0.0
60924,1583.0,51.1,721.0,6.0,0.8321775312066574
60926,20.0,55.2,14.0,0.0,0.0
60927,2413.0,37.4,1282.0,0.0,0.0
60928,808.0,41.8,404.0,0.0,0.0
60929,923.0,29.8,381.0,0.0,0.0
60930,803.0,49.0,324.0,0.0,0.0
60931,546.0,37.6,273.0,0.0,0.0
60932,52.0,22.6,23.0,0.0,0.0
60933,273.0,51.2,133.0,0.0,0.0
60934,314.0,32.2,167.0,0.0,0.0
60935,1260.0,36.2,519.0,0.0,0.0
60936,4172.0,43.2,1803.0,0.0,0.0
60938,1991.0,45.0,740.0,0.0,0.0
60940,3636.0,39.0,1707.0,7.0,0.4100761570005858
60941,1962.0,43.0,881.0,11.0,1.2485811577752555
60942,6028.0,45.9,2407.0,17.0,0.7062733693394266
60945,185.0,53.6,80.0,0.0,0.0
60946,340.0,48.3,168.0,0.0,0.0
60948,1468.0,43.8,592.0,0.0,0.0
60949,678.0,37.4,280.0,0.0,0.0
60950,12018.0,41.6,5621.0,145.0,2.5796121686532647
60951,731.0,45.5,381.0,0.0,0.0
60952,655.0,40.2,238.0,0.0,0.0
60953,2447.0,46.7,1120.0,9.0,0.8035714285714286
60954,6243.0,44.4,2719.0,16.0,0.5884516366311143
60955,1845.0,39.2,965.0,0.0,0.0
60957,5385.0,45.4,2475.0,0.0,0.0
60958,2069.0,44.1,568.0,0.0,0.0
60959,1084.0,43.2,464.0,2.0,0.43103448275862066
60960,1103.0,36.6,493.0,6.0,1.2170385395537526
60961,829.0,40.8,353.0,0.0,0.0
60962,634.0,41.8,271.0,0.0,0.0
60963,1913.0,40.0,821.0,0.0,0.0
60964,5379.0,41.1,2381.0,10.0,0.41999160016799664
60966,1547.0,37.8,605.0,9.0,1.487603305785124
60968,316.0,56.0,165.0,0.0,0.0
60969,61.0,11.9,23.0,0.0,0.0
60970,7161.0,46.9,3064.0,3.0,0.097911227154047
60973,480.0,35.1,230.0,0.0,0.0
60974,393.0,38.1,137.0,0.0,0.0
61001,1228.0,50.4,509.0,0.0,0.0
61006,1690.0,49.9,1055.0,3.0,0.2843601895734597
61007,637.0,49.8,304.0,0.0,0.0
61008,34786.0,37.6,15339.0,18.0,0.11734793663211422
61010,8266.0,39.6,4105.0,0.0,0.0
61011,2023.0,49.7,1113.0,0.0,0.0
61012,2496.0,35.6,985.0,0.0,0.0
61013,510.0,50.3,256.0,10.0,3.90625
61014,1169.0,44.3,619.0,3.0,0.48465266558966075
61015,677.0,52.4,318.0,0.0,0.0
61016,4266.0,49.7,2295.0,0.0,0.0
61018,1091.0,33.7,525.0,0.0,0.0
61019,3465.0,50.3,1439.0,10.0,0.6949270326615705
61020,3301.0,34.8,1396.0,0.0,0.0
61021,22928.0,42.0,9710.0,49.0,0.5046343975283213
61024,2272.0,45.1,1019.0,21.0,2.060843964671246
61025,4749.0,40.6,2545.0,6.0,0.2357563850687623
61027,8.0,-666666666.0,0.0,0.0,
61028,1982.0,47.1,1003.0,4.0,0.3988035892323031
61030,2472.0,36.7,1047.0,0.0,0.0
61031,1640.0,38.3,601.0,3.0,0.49916805324459235
61032,31250.0,44.1,13260.0,125.0,0.942684766214178
61036,6732.0,54.3,3290.0,80.0,2.43161094224924
61037,281.0,42.1,128.0,0.0,0.0
61038,1036.0,49.2,462.0,0.0,0.0
61039,898.0,43.0,505.0,0.0,0.0
61041,1069.0,56.4,503.0,10.0,1.9880715705765408
61042,461.0,38.4,207.0,0.0,0.0
61043,87.0,46.1,44.0,0.0,0.0
61044,132.0,48.6,106.0,0.0,0.0
61046,2853.0,48.5,1325.0,22.0,1.6603773584905661
61047,1660.0,49.2,770.0,0.0,0.0
61048,4132.0,44.1,1923.0,0.0,0.0
61049,536.0,43.7,277.0,4.0,1.444043321299639
61050,410.0,39.2,208.0,0.0,0.0
61051,1567.0,44.7,757.0,2.0,0.26420079260237783
61052,1014.0,43.4,545.0,0.0,0.0
61053,2959.0,47.4,1253.0,6.0,0.4788507581803671
61054,3993.0,44.2,1623.0,0.0,0.0
61057,150.0,55.1,71.0,0.0,0.0
61059,167.0,37.1,49.0,0.0,0.0
61060,1502.0,39.3,834.0,0.0,0.0
61061,6649.0,49.7,2956.0,59.0,1.9959404600811907
61062,2117.0,40.1,1061.0,0.0,0.0
61063,4248.0,42.0,1944.0,0.0,0.0
61064,3538.0,44.9,1532.0,0.0,0.0
61065,11011.0,35.2,4999.0,23.0,0.46009201840368075
