,City,Population,Public Transportation Rate,datetime,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi,State,Zipcode
3552,Chicago,2309901.0,26.096482373554306,2021-01-05 14:00:00,427.25,1.84,42.5,12.16,5.84,21.72,26.25,3.86,3.0,IL,60629
3553,Chicago,2309901.0,26.096482373554306,2021-01-05 13:00:00,380.52,0.43,31.87,22.35,5.36,21.57,24.91,3.2,3.0,IL,60629
3554,Chicago,2309901.0,26.096482373554306,2021-01-05 12:00:00,347.14,0.09,23.31,31.11,5.01,21.44,23.67,2.6,3.0,IL,60629
3555,Chicago,2309901.0,26.096482373554306,2021-01-05 11:00:00,340.46,0.05,21.42,33.62,5.01,22.71,24.68,2.47,3.0,IL,60629
3556,Chicago,2309901.0,26.096482373554306,2021-01-05 10:00:00,343.8,0.05,21.08,33.98,5.19,24.97,26.85,2.41,3.0,IL,60629
3557,Chicago,2309901.0,26.096482373554306,2021-01-05 09:00:00,357.15,0.05,22.96,31.83,5.84,28.92,30.93,2.25,4.0,IL,60629
3558,Chicago,2309901.0,26.096482373554306,2021-01-05 08:00:00,377.18,0.08,27.42,27.54,7.15,32.64,34.98,1.92,4.0,IL,60629
3559,Chicago,2309901.0,26.096482373554306,2021-01-05 07:00:00,397.21,0.14,33.93,23.25,8.94,33.85,36.65,1.62,4.0,IL,60629
3560,Chicago,2309901.0,26.096482373554306,2021-01-05 06:00:00,417.23,0.21,40.1,21.1,10.25,32.96,36.35,1.58,4.0,IL,60629
3561,Chicago,2309901.0,26.096482373554306,2021-01-05 05:00:00,420.57,0.27,42.5,22.71,10.73,30.62,34.88,1.68,4.0,IL,60629
3562,Chicago,2309901.0,26.096482373554306,2021-01-05 04:00:00,407.22,0.22,42.16,26.11,11.44,28.54,33.62,1.58,4.0,IL,60629
3563,Chicago,2309901.0,26.096482373554306,2021-01-05 03:00:00,433.92,0.68,50.72,17.17,11.44,28.4,35.28,2.12,4.0,IL,60629
3564,Chicago,2309901.0,26.096482373554306,2021-01-05 02:00:00,447.27,1.19,53.47,13.23,9.78,27.57,35.03,2.41,4.0,IL,60629
3565,Chicago,2309901.0,26.096482373554306,2021-01-05 01:00:00,440.6,1.03,51.41,15.2,9.54,26.28,33.09,2.12,4.0,IL,60629
3566,Chicago,2309901.0,26.096482373554306,2021-01-05 00:00:00,413.9,0.57,49.35,20.03,10.73,25.04,31.03,1.35,4.0,IL,60629
3567,Chicago,2309901.0,26.096482373554306,2021-01-04 23:00:00,383.85,0.38,47.98,25.75,12.16,24.81,30.23,0.55,3.0,IL,60629
3568,Chicago,2309901.0,26.096482373554306,2021-01-04 22:00:00,343.8,2.18,37.7,39.7,17.17,23.9,28.21,0.31,3.0,IL,60629
3569,Chicago,2309901.0,26.096482373554306,2021-01-04 21:00:00,320.44,4.75,28.1,50.78,20.5,22.91,26.53,0.15,3.0,IL,60629
3570,Chicago,2309901.0,26.096482373554306,2021-01-04 20:00:00,320.44,6.65,25.71,52.93,22.17,23.17,26.78,0.23,3.0,IL,60629
3571,Chicago,2309901.0,26.096482373554306,2021-01-04 19:00:00,327.11,7.6,24.68,51.5,23.84,22.54,26.38,0.4,3.0,IL,60629
3572,Chicago,2309901.0,26.096482373554306,2021-01-04 18:00:00,350.48,7.15,28.45,43.63,26.46,22.54,27.09,0.98,3.0,IL,60629
3573,Chicago,2309901.0,26.096482373554306,2021-01-04 17:00:00,363.83,5.92,32.9,38.27,26.46,21.71,26.89,1.5,3.0,IL,60629
3574,Chicago,2309901.0,26.096482373554306,2021-01-04 16:00:00,373.84,3.24,39.07,32.54,25.27,20.0,25.65,1.93,2.0,IL,60629
3575,Chicago,2309901.0,26.096482373554306,2021-01-04 15:00:00,373.84,0.89,43.18,28.97,23.6,18.75,24.52,2.12,2.0,IL,60629
3576,Chicago,2309901.0,26.096482373554306,2021-01-04 14:00:00,360.49,0.19,39.76,32.19,22.17,17.92,22.87,1.98,2.0,IL,60629
3577,Chicago,2309901.0,26.096482373554306,2021-01-04 13:00:00,333.79,0.07,32.56,39.34,21.94,17.75,21.25,1.55,2.0,IL,60629
3578,Chicago,2309901.0,26.096482373554306,2021-01-04 12:00:00,313.76,0.02,26.05,44.7,22.17,17.88,20.36,1.06,2.0,IL,60629
3579,Chicago,2309901.0,26.096482373554306,2021-01-04 11:00:00,313.76,0.02,23.99,45.78,22.89,18.54,20.67,0.84,2.0,IL,60629
3580,Chicago,2309901.0,26.096482373554306,2021-01-04 10:00:00,313.76,0.01,22.96,46.49,23.37,19.05,21.09,0.67,2.0,IL,60629
3581,Chicago,2309901.0,26.096482373554306,2021-01-04 09:00:00,313.76,0.01,22.28,46.49,22.41,18.93,21.09,0.52,2.0,IL,60629
3582,Chicago,2309901.0,26.096482373554306,2021-01-04 08:00:00,313.76,0.01,21.59,47.92,18.6,18.75,21.12,0.48,2.0,IL,60629
3583,Chicago,2309901.0,26.096482373554306,2021-01-04 07:00:00,307.08,0.01,20.22,52.93,14.19,16.91,19.47,0.56,2.0,IL,60629
3584,Chicago,2309901.0,26.096482373554306,2021-01-04 06:00:00,297.07,0.0,20.39,57.94,12.64,14.17,17.08,0.63,2.0,IL,60629
3585,Chicago,2309901.0,26.096482373554306,2021-01-04 05:00:00,297.07,0.01,23.31,59.37,14.42,12.12,15.47,0.78,2.0,IL,60629
3586,Chicago,2309901.0,26.096482373554306,2021-01-04 04:00:00,300.41,0.01,24.68,59.37,15.02,10.54,13.95,0.97,2.0,IL,60629
3587,Chicago,2309901.0,26.096482373554306,2021-01-04 03:00:00,307.08,0.01,26.73,57.22,12.52,9.99,13.49,1.36,1.0,IL,60629
3588,Chicago,2309901.0,26.096482373554306,2021-01-04 02:00:00,320.44,0.01,27.76,54.36,9.54,10.06,13.49,1.74,2.0,IL,60629
3589,Chicago,2309901.0,26.096482373554306,2021-01-04 01:00:00,327.11,0.02,27.08,51.5,7.63,10.39,13.53,1.93,2.0,IL,60629
3590,Chicago,2309901.0,26.096482373554306,2021-01-04 00:00:00,337.12,0.02,28.45,48.64,6.91,10.58,13.41,1.92,2.0,IL,60629
3591,Chicago,2309901.0,26.096482373554306,2021-01-03 23:00:00,343.8,0.06,31.53,45.06,6.26,11.14,13.91,1.54,2.0,IL,60629
3592,Chicago,2309901.0,26.096482373554306,2021-01-03 22:00:00,343.8,0.6,31.53,41.13,5.6,12.53,15.35,0.93,2.0,IL,60629
3593,Chicago,2309901.0,26.096482373554306,2021-01-03 21:00:00,353.81,2.18,29.13,35.76,6.74,15.07,18.07,0.76,2.0,IL,60629
3594,Chicago,2309901.0,26.096482373554306,2021-01-03 20:00:00,367.17,4.3,28.1,30.04,8.11,17.76,21.2,0.67,2.0,IL,60629
3595,Chicago,2309901.0,26.096482373554306,2021-01-03 19:00:00,413.9,9.05,32.9,22.17,10.37,21.27,25.81,0.81,3.0,IL,60629
3596,Chicago,2309901.0,26.096482373554306,2021-01-03 18:00:00,554.09,25.26,41.81,10.1,10.61,28.83,36.4,1.81,4.0,IL,60629
3597,Chicago,2309901.0,26.096482373554306,2021-01-03 17:00:00,587.46,29.5,43.87,8.58,10.85,29.48,37.29,2.66,4.0,IL,60629
3598,Chicago,2309901.0,26.096482373554306,2021-01-03 16:00:00,594.14,28.39,47.98,6.26,11.21,28.44,35.66,3.29,4.0,IL,60629
3599,Chicago,2309901.0,26.096482373554306,2021-01-03 15:00:00,560.76,21.23,52.78,3.17,10.73,25.29,31.18,2.98,4.0,IL,60629
3600,Chicago,2309901.0,26.096482373554306,2021-01-03 14:00:00,500.68,8.83,57.58,1.22,9.89,21.17,25.48,2.34,3.0,IL,60629
3601,Chicago,2309901.0,26.096482373554306,2021-01-03 13:00:00,440.6,1.73,56.89,8.05,10.37,17.88,20.58,1.49,2.0,IL,60629
3602,Chicago,2309901.0,26.096482373554306,2021-01-03 12:00:00,417.23,0.47,57.58,12.52,12.28,16.49,18.46,1.0,2.0,IL,60629
3603,Chicago,2309901.0,26.096482373554306,2021-01-03 11:00:00,420.57,0.41,60.32,11.8,14.19,16.16,18.29,1.14,2.0,IL,60629
3604,Chicago,2309901.0,26.096482373554306,2021-01-03 10:00:00,413.9,0.3,56.21,13.95,15.5,15.22,17.64,1.41,2.0,IL,60629
3605,Chicago,2309901.0,26.096482373554306,2021-01-03 09:00:00,393.87,0.15,46.61,20.39,14.9,13.41,15.89,1.46,2.0,IL,60629
3606,Chicago,2309901.0,26.096482373554306,2021-01-03 08:00:00,367.17,0.07,39.41,27.9,12.99,11.86,14.13,1.27,2.0,IL,60629
3607,Chicago,2309901.0,26.096482373554306,2021-01-03 07:00:00,353.81,0.04,36.33,34.33,11.44,11.03,13.24,1.16,2.0,IL,60629
3608,Chicago,2309901.0,26.096482373554306,2021-01-03 06:00:00,353.81,0.03,37.01,38.27,10.73,11.03,13.65,1.27,2.0,IL,60629
3609,Chicago,2309901.0,26.096482373554306,2021-01-03 05:00:00,363.83,0.04,40.1,40.41,10.25,11.29,14.52,1.44,2.0,IL,60629
3610,Chicago,2309901.0,26.096482373554306,2021-01-03 04:00:00,377.18,0.05,43.53,40.05,9.54,11.44,15.4,1.31,2.0,IL,60629
3611,Chicago,2309901.0,26.096482373554306,2021-01-03 03:00:00,527.38,3.19,68.55,10.37,8.94,18.27,25.38,3.52,2.0,IL,60629
3612,Chicago,2309901.0,26.096482373554306,2021-01-03 02:00:00,640.87,14.53,73.34,0.5,8.23,24.41,33.03,4.81,3.0,IL,60629
3613,Chicago,2309901.0,26.096482373554306,2021-01-03 01:00:00,674.25,21.46,70.6,0.08,9.78,26.47,34.86,5.0,4.0,IL,60629
3614,Chicago,2309901.0,26.096482373554306,2021-01-03 00:00:00,620.84,18.11,67.17,0.12,11.56,24.73,32.19,4.24,3.0,IL,60629
3615,Chicago,2309901.0,26.096482373554306,2021-01-02 23:00:00,560.76,11.18,66.49,0.82,13.83,22.74,29.5,3.48,3.0,IL,60629
3616,Chicago,2309901.0,26.096482373554306,2021-01-02 22:00:00,500.68,8.16,61.69,6.97,15.97,20.67,26.56,2.57,3.0,IL,60629
3617,Chicago,2309901.0,26.096482373554306,2021-01-02 21:00:00,453.95,7.6,52.09,17.17,16.45,17.7,22.37,1.98,2.0,IL,60629
3618,Chicago,2309901.0,26.096482373554306,2021-01-02 20:00:00,407.22,7.94,40.78,28.25,15.14,15.34,19.19,2.03,2.0,IL,60629
3619,Chicago,2309901.0,26.096482373554306,2021-01-02 19:00:00,397.21,9.72,35.3,32.19,15.02,15.46,19.11,2.03,2.0,IL,60629
3620,Chicago,2309901.0,26.096482373554306,2021-01-02 18:00:00,433.92,14.31,37.36,27.54,16.69,17.83,22.15,2.6,2.0,IL,60629
3621,Chicago,2309901.0,26.096482373554306,2021-01-02 17:00:00,447.27,13.64,40.78,24.32,15.97,17.9,22.68,2.95,2.0,IL,60629
3622,Chicago,2309901.0,26.096482373554306,2021-01-02 16:00:00,440.6,8.61,45.24,21.99,13.71,16.46,21.42,2.91,2.0,IL,60629
3623,Chicago,2309901.0,26.096482373554306,2021-01-02 15:00:00,413.9,2.38,46.61,23.25,11.68,14.2,18.75,2.57,2.0,IL,60629
3624,Chicago,2309901.0,26.096482373554306,2021-01-02 14:00:00,370.5,0.18,38.73,32.54,10.13,11.82,15.61,2.01,2.0,IL,60629
3625,Chicago,2309901.0,26.096482373554306,2021-01-02 13:00:00,327.11,0.04,28.45,42.92,9.06,9.92,12.67,1.35,1.0,IL,60629
3626,Chicago,2309901.0,26.096482373554306,2021-01-02 12:00:00,307.08,0.01,23.65,45.78,8.35,9.13,11.06,0.88,1.0,IL,60629
3627,Chicago,2309901.0,26.096482373554306,2021-01-02 11:00:00,307.08,0.01,23.65,43.99,8.23,8.7,10.35,0.71,1.0,IL,60629
3628,Chicago,2309901.0,26.096482373554306,2021-01-02 10:00:00,303.75,0.01,22.28,45.06,7.51,6.88,8.27,0.5,1.0,IL,60629
3629,Chicago,2309901.0,26.096482373554306,2021-01-02 09:00:00,297.07,0.01,18.68,49.35,6.2,4.51,5.59,0.34,1.0,IL,60629
3630,Chicago,2309901.0,26.096482373554306,2021-01-02 08:00:00,293.73,0.01,15.94,50.78,5.19,3.1,3.97,0.33,1.0,IL,60629
3631,Chicago,2309901.0,26.096482373554306,2021-01-02 07:00:00,300.41,0.01,16.28,47.21,4.77,2.99,3.7,0.33,1.0,IL,60629
3632,Chicago,2309901.0,26.096482373554306,2021-01-02 06:00:00,323.77,0.03,21.76,40.05,5.36,4.72,5.47,0.4,1.0,IL,60629
3633,Chicago,2309901.0,26.096482373554306,2021-01-02 05:00:00,347.14,0.07,28.1,35.05,5.36,7.36,8.42,0.56,1.0,IL,60629
3634,Chicago,2309901.0,26.096482373554306,2021-01-02 04:00:00,347.14,0.06,29.13,37.91,5.07,8.06,9.18,0.62,1.0,IL,60629
3635,Chicago,2309901.0,26.096482373554306,2021-01-02 03:00:00,340.46,0.04,27.76,43.63,4.95,7.19,8.3,0.63,1.0,IL,60629
3636,Chicago,2309901.0,26.096482373554306,2021-01-02 02:00:00,347.14,0.04,27.42,44.7,4.53,7.21,8.4,0.67,1.0,IL,60629
3637,Chicago,2309901.0,26.096482373554306,2021-01-02 01:00:00,363.83,0.05,31.19,41.84,4.53,8.13,9.29,0.61,1.0,IL,60629
3638,Chicago,2309901.0,26.096482373554306,2021-01-02 00:00:00,380.52,0.07,38.04,37.91,5.54,8.54,9.6,0.55,1.0,IL,60629
3639,Chicago,2309901.0,26.096482373554306,2021-01-01 23:00:00,367.17,0.06,35.99,39.34,6.14,7.02,8.01,0.55,1.0,IL,60629
3640,Chicago,2309901.0,26.096482373554306,2021-01-01 22:00:00,333.79,0.13,28.79,42.56,6.26,5.77,6.72,0.56,1.0,IL,60629
3641,Chicago,2309901.0,26.096482373554306,2021-01-01 21:00:00,327.11,0.27,27.08,42.2,7.45,6.44,7.36,0.6,1.0,IL,60629
3642,Chicago,2309901.0,26.096482373554306,2021-01-01 20:00:00,327.11,0.56,27.42,43.27,9.42,7.44,8.42,0.82,1.0,IL,60629
3643,Chicago,2309901.0,26.096482373554306,2021-01-01 19:00:00,333.79,0.89,27.76,44.35,9.89,8.55,9.57,0.83,1.0,IL,60629
3644,Chicago,2309901.0,26.096482373554306,2021-01-01 18:00:00,343.8,1.59,27.76,42.56,9.54,10.24,11.49,0.91,2.0,IL,60629
3645,Chicago,2309901.0,26.096482373554306,2021-01-01 17:00:00,347.14,1.19,26.73,41.84,8.35,10.58,12.3,1.14,2.0,IL,60629
3646,Chicago,2309901.0,26.096482373554306,2021-01-01 16:00:00,337.12,0.52,25.02,45.78,7.45,8.99,11.26,1.55,1.0,IL,60629
3647,Chicago,2309901.0,26.096482373554306,2021-01-01 15:00:00,340.46,0.17,27.08,47.92,7.57,7.84,10.46,2.09,1.0,IL,60629
3648,Chicago,2309901.0,26.096482373554306,2021-01-01 14:00:00,340.46,0.04,27.42,51.5,7.87,7.31,9.87,2.22,1.0,IL,60629
3649,Chicago,2309901.0,26.096482373554306,2021-01-01 13:00:00,317.1,0.02,23.31,57.22,8.23,6.51,8.72,1.92,1.0,IL,60629
3650,Chicago,2309901.0,26.096482373554306,2021-01-01 12:00:00,293.73,0.01,18.85,60.08,8.35,5.82,7.65,1.6,1.0,IL,60629
3651,Chicago,2309901.0,26.096482373554306,2021-01-01 11:00:00,297.07,0.01,19.19,54.36,8.46,6.64,8.5,1.63,1.0,IL,60629
3652,Chicago,2309901.0,26.096482373554306,2021-01-01 10:00:00,313.76,0.02,22.28,45.78,8.58,7.81,9.96,1.73,1.0,IL,60629
3653,Chicago,2309901.0,26.096482373554306,2021-01-01 09:00:00,340.46,0.07,29.82,33.98,9.06,9.47,12.26,2.03,1.0,IL,60629
3654,Chicago,2309901.0,26.096482373554306,2021-01-01 08:00:00,387.19,0.55,45.24,17.17,11.21,11.89,15.61,2.53,2.0,IL,60629
3655,Chicago,2309901.0,26.096482373554306,2021-01-01 07:00:00,500.68,7.6,68.55,2.24,16.21,18.18,24.3,3.71,2.0,IL,60629
3656,Chicago,2309901.0,26.096482373554306,2021-01-01 06:00:00,801.09,41.57,91.85,0.01,21.46,36.9,49.35,7.35,4.0,IL,60629
3657,Chicago,2309901.0,26.096482373554306,2021-01-01 05:00:00,1201.63,95.67,102.82,0.0,19.79,63.94,85.6,12.67,5.0,IL,60629
3658,Chicago,2309901.0,26.096482373554306,2021-01-01 04:00:00,1535.42,139.48,108.3,0.0,17.88,85.39,114.49,16.72,5.0,IL,60629
3659,Chicago,2309901.0,26.096482373554306,2021-01-01 03:00:00,1708.98,162.72,113.79,0.0,17.88,95.61,127.74,19.0,5.0,IL,60629
3660,Chicago,2309901.0,26.096482373554306,2021-01-01 02:00:00,1735.69,162.72,116.53,0.0,18.6,95.07,127.2,19.25,5.0,IL,60629
3661,Chicago,2309901.0,26.096482373554306,2021-01-01 01:00:00,1695.63,155.57,115.16,0.0,19.31,87.91,118.18,18.24,5.0,IL,60629
3662,Chicago,2309901.0,26.096482373554306,2021-01-01 00:00:00,1428.6,121.59,104.19,0.0,19.79,69.4,94.31,14.95,5.0,IL,60629
3663,Chicago,2309901.0,26.096482373554306,2020-12-31 23:00:00,1054.76,72.42,91.85,0.15,20.27,48.97,67.13,10.51,4.0,IL,60629
3664,Chicago,2309901.0,26.096482373554306,2020-12-31 22:00:00,667.57,26.82,70.6,12.52,19.79,28.69,39.87,5.7,4.0,IL,60629
3665,Chicago,2309901.0,26.096482373554306,2020-12-31 21:00:00,447.27,12.63,41.13,40.05,17.88,17.02,23.6,2.88,2.0,IL,60629
3666,Chicago,2309901.0,26.096482373554306,2020-12-31 20:00:00,427.25,13.97,31.87,47.21,14.31,15.02,20.66,2.69,2.0,IL,60629
3667,Chicago,2309901.0,26.096482373554306,2020-12-31 19:00:00,447.27,18.11,32.22,43.99,14.19,15.49,21.49,3.42,2.0,IL,60629
3668,Chicago,2309901.0,26.096482373554306,2020-12-31 18:00:00,520.71,28.39,37.01,32.9,17.17,18.05,25.97,5.19,2.0,IL,60629
3669,Chicago,2309901.0,26.096482373554306,2020-12-31 17:00:00,487.33,23.69,31.19,29.68,12.88,13.17,20.09,4.81,2.0,IL,60629
3670,Chicago,2309901.0,26.096482373554306,2020-12-31 16:00:00,480.65,19.67,32.9,24.32,10.61,11.32,17.78,4.81,2.0,IL,60629
3671,Chicago,2309901.0,26.096482373554306,2020-12-31 15:00:00,473.98,13.64,41.81,14.66,9.18,11.16,17.5,5.13,2.0,IL,60629
3672,Chicago,2309901.0,26.096482373554306,2020-12-31 14:00:00,433.92,3.49,47.3,8.14,7.99,9.82,15.29,4.75,2.0,IL,60629
3673,Chicago,2309901.0,26.096482373554306,2020-12-31 13:00:00,373.84,0.75,35.99,19.49,6.74,7.43,11.33,3.96,1.0,IL,60629
3674,Chicago,2309901.0,26.096482373554306,2020-12-31 12:00:00,323.77,0.12,24.33,31.47,5.78,5.04,7.51,3.1,1.0,IL,60629
3675,Chicago,2309901.0,26.096482373554306,2020-12-31 11:00:00,307.08,0.05,19.88,37.91,5.31,4.11,6.12,2.69,1.0,IL,60629
3676,Chicago,2309901.0,26.096482373554306,2020-12-31 10:00:00,293.73,0.03,16.79,42.92,4.95,3.4,5.09,2.34,1.0,IL,60629
3677,Chicago,2309901.0,26.096482373554306,2020-12-31 09:00:00,283.72,0.02,14.74,47.21,4.65,2.87,4.33,2.09,1.0,IL,60629
3678,Chicago,2309901.0,26.096482373554306,2020-12-31 08:00:00,280.38,0.01,13.02,50.78,4.29,2.44,3.73,1.88,1.0,IL,60629
3679,Chicago,2309901.0,26.096482373554306,2020-12-31 07:00:00,270.37,0.01,10.54,54.36,3.58,1.95,2.96,1.65,1.0,IL,60629
3680,Chicago,2309901.0,26.096482373554306,2020-12-31 06:00:00,270.37,0.01,9.77,56.51,3.19,1.92,2.88,1.66,1.0,IL,60629
3681,Chicago,2309901.0,26.096482373554306,2020-12-31 05:00:00,277.04,0.01,11.82,56.51,3.31,2.49,3.84,1.93,1.0,IL,60629
3682,Chicago,2309901.0,26.096482373554306,2020-12-31 04:00:00,280.38,0.01,13.02,57.94,3.4,2.86,4.41,2.06,1.0,IL,60629
3683,Chicago,2309901.0,26.096482373554306,2020-12-31 03:00:00,280.38,0.01,13.37,58.65,3.4,2.89,4.41,2.09,1.0,IL,60629
3684,Chicago,2309901.0,26.096482373554306,2020-12-31 02:00:00,280.38,0.01,13.37,58.65,3.25,2.72,4.13,1.98,1.0,IL,60629
3685,Chicago,2309901.0,26.096482373554306,2020-12-31 01:00:00,280.38,0.01,12.68,56.51,3.01,2.52,3.7,1.84,1.0,IL,60629
3686,Chicago,2309901.0,26.096482373554306,2020-12-31 00:00:00,280.38,0.01,12.0,55.08,2.83,2.53,3.49,1.71,1.0,IL,60629
3687,Chicago,2309901.0,26.096482373554306,2020-12-30 23:00:00,277.04,0.02,11.65,52.93,3.01,2.74,3.65,1.6,1.0,IL,60629
3688,Chicago,2309901.0,26.096482373554306,2020-12-30 22:00:00,273.71,0.1,11.14,52.93,3.28,2.93,3.84,1.5,1.0,IL,60629
3689,Chicago,2309901.0,26.096482373554306,2020-12-30 21:00:00,270.37,0.31,10.71,52.93,3.22,3.28,4.2,1.43,1.0,IL,60629
3690,Chicago,2309901.0,26.096482373554306,2020-12-30 20:00:00,270.37,0.61,10.63,51.5,3.1,4.31,5.24,1.3,1.0,IL,60629
3691,Chicago,2309901.0,26.096482373554306,2020-12-30 19:00:00,273.71,0.89,11.14,45.78,3.07,5.53,6.51,0.85,1.0,IL,60629
3692,Chicago,2309901.0,26.096482373554306,2020-12-30 18:00:00,283.72,0.89,13.2,38.62,3.1,5.77,6.89,0.5,1.0,IL,60629
3693,Chicago,2309901.0,26.096482373554306,2020-12-30 17:00:00,287.06,0.5,15.08,34.69,3.13,5.26,6.55,0.44,1.0,IL,60629
3694,Chicago,2309901.0,26.096482373554306,2020-12-30 16:00:00,290.39,0.27,15.94,33.62,3.04,5.27,6.64,0.41,1.0,IL,60629
3695,Chicago,2309901.0,26.096482373554306,2020-12-30 15:00:00,300.41,0.25,19.19,28.97,4.17,5.58,6.93,0.37,1.0,IL,60629
3696,Chicago,2309901.0,26.096482373554306,2020-12-30 14:00:00,297.07,0.14,19.19,27.54,5.31,5.83,7.2,0.35,1.0,IL,60629
3697,Chicago,2309901.0,26.096482373554306,2020-12-30 13:00:00,283.72,0.06,14.91,33.62,5.01,5.51,6.56,0.29,1.0,IL,60629
3698,Chicago,2309901.0,26.096482373554306,2020-12-30 12:00:00,270.37,0.02,12.0,38.62,5.19,4.76,5.34,0.22,1.0,IL,60629
3699,Chicago,2309901.0,26.096482373554306,2020-12-30 11:00:00,260.35,0.01,12.34,41.49,5.84,4.56,5.07,0.2,1.0,IL,60629
3700,Chicago,2309901.0,26.096482373554306,2020-12-30 10:00:00,260.35,0.01,11.82,45.78,6.08,4.46,4.96,0.2,1.0,IL,60629
3701,Chicago,2309901.0,26.096482373554306,2020-12-30 09:00:00,257.02,0.0,10.88,50.07,5.48,4.19,4.71,0.21,1.0,IL,60629
3702,Chicago,2309901.0,26.096482373554306,2020-12-30 08:00:00,257.02,0.0,12.0,51.5,6.56,4.9,5.48,0.25,1.0,IL,60629
3703,Chicago,2309901.0,26.096482373554306,2020-12-30 07:00:00,267.03,0.0,13.37,52.21,7.63,6.36,7.05,0.37,1.0,IL,60629
3704,Chicago,2309901.0,26.096482373554306,2020-12-30 06:00:00,287.06,0.01,16.11,52.21,6.8,7.44,8.3,0.55,1.0,IL,60629
3705,Chicago,2309901.0,26.096482373554306,2020-12-30 05:00:00,303.75,0.01,18.85,52.93,6.62,7.58,8.77,0.79,1.0,IL,60629
3706,Chicago,2309901.0,26.096482373554306,2020-12-30 04:00:00,297.07,0.01,19.02,57.94,7.57,6.42,7.69,0.93,1.0,IL,60629
3707,Chicago,2309901.0,26.096482373554306,2020-12-30 03:00:00,300.41,0.01,21.25,57.22,9.3,5.79,7.18,1.05,1.0,IL,60629
3708,Chicago,2309901.0,26.096482373554306,2020-12-30 02:00:00,320.44,0.02,26.39,50.78,11.56,6.03,7.59,1.2,1.0,IL,60629
3709,Chicago,2309901.0,26.096482373554306,2020-12-30 01:00:00,333.79,0.04,30.5,44.7,13.11,6.15,7.81,1.38,1.0,IL,60629
3710,Chicago,2309901.0,26.096482373554306,2020-12-30 00:00:00,337.12,0.05,31.53,42.2,12.64,5.83,7.49,1.46,1.0,IL,60629
3711,Chicago,2309901.0,26.096482373554306,2020-12-29 23:00:00,327.11,0.04,29.82,43.27,11.44,5.32,7.04,1.52,1.0,IL,60629
3712,Chicago,2309901.0,26.096482373554306,2020-12-29 22:00:00,317.1,0.23,27.42,46.49,11.68,4.83,6.81,1.6,1.0,IL,60629
3713,Chicago,2309901.0,26.096482373554306,2020-12-29 21:00:00,327.11,1.34,30.16,45.06,17.88,4.94,7.39,1.76,1.0,IL,60629
3714,Chicago,2309901.0,26.096482373554306,2020-12-29 20:00:00,370.5,4.3,38.04,41.13,27.66,5.81,8.52,1.9,1.0,IL,60629
3715,Chicago,2309901.0,26.096482373554306,2020-12-29 19:00:00,433.92,11.06,46.61,35.41,29.33,8.96,12.92,2.66,2.0,IL,60629
3716,Chicago,2309901.0,26.096482373554306,2020-12-29 18:00:00,560.76,33.53,56.21,28.61,32.42,18.63,27.61,5.7,2.0,IL,60629
3717,Chicago,2309901.0,26.096482373554306,2020-12-29 17:00:00,574.11,33.98,60.32,25.03,30.99,20.74,31.12,7.35,3.0,IL,60629
3718,Chicago,2309901.0,26.096482373554306,2020-12-29 16:00:00,600.82,31.29,66.49,16.63,30.52,20.89,30.56,8.23,3.0,IL,60629
3719,Chicago,2309901.0,26.096482373554306,2020-12-29 15:00:00,867.84,61.69,71.29,2.68,16.45,35.77,51.61,11.91,4.0,IL,60629
3720,Chicago,2309901.0,26.096482373554306,2020-12-29 14:00:00,814.44,51.86,66.49,0.06,9.66,33.55,48.91,10.77,4.0,IL,60629
3721,Chicago,2309901.0,26.096482373554306,2020-12-29 13:00:00,587.46,21.23,60.32,0.56,6.86,22.0,32.82,7.54,3.0,IL,60629
3722,Chicago,2309901.0,26.096482373554306,2020-12-29 12:00:00,407.22,1.75,47.3,11.8,5.42,11.64,17.58,4.69,2.0,IL,60629
3723,Chicago,2309901.0,26.096482373554306,2020-12-29 11:00:00,353.81,0.31,35.64,25.39,4.71,8.51,12.64,3.9,1.0,IL,60629
3724,Chicago,2309901.0,26.096482373554306,2020-12-29 10:00:00,320.44,0.09,27.42,36.48,4.41,6.38,9.4,3.42,1.0,IL,60629
3725,Chicago,2309901.0,26.096482373554306,2020-12-29 09:00:00,303.75,0.03,22.62,43.27,4.29,5.18,7.62,3.07,1.0,IL,60629
3726,Chicago,2309901.0,26.096482373554306,2020-12-29 08:00:00,307.08,0.02,22.62,44.7,4.05,5.12,7.53,2.98,1.0,IL,60629
3727,Chicago,2309901.0,26.096482373554306,2020-12-29 07:00:00,317.1,0.03,24.33,43.99,3.99,5.48,8.05,3.01,1.0,IL,60629
3728,Chicago,2309901.0,26.096482373554306,2020-12-29 06:00:00,333.79,0.04,28.1,40.77,3.99,6.25,9.37,3.2,1.0,IL,60629
3729,Chicago,2309901.0,26.096482373554306,2020-12-29 05:00:00,347.14,0.08,31.53,38.27,3.79,6.97,10.81,3.39,1.0,IL,60629
3730,Chicago,2309901.0,26.096482373554306,2020-12-29 04:00:00,353.81,0.09,32.56,37.91,3.64,6.84,10.8,3.29,1.0,IL,60629
3731,Chicago,2309901.0,26.096482373554306,2020-12-29 03:00:00,397.21,0.34,43.53,26.11,3.67,8.39,13.34,3.8,2.0,IL,60629
